tconst,nconst,character
tt0318283,nm0932750,Whistling John Shaw
tt0318283,nm1307766,Andre Delacroix
tt0318374,nm0000513,Bernie Lootz
tt0318374,nm0000285,Shelly Kaplow
tt0318374,nm0004999,Mikey
tt0318374,nm0515296,Larry Sokolov
tt0318374,nm0000649,Buddy Stafford
tt0318374,nm0621597,Nicky Fingers Bonnatto
tt0318374,nm0004909,Johnny Cappella
tt0318374,nm0301370,Highway Officer
tt0318462,nm0305558,Ernesto Guevara de la Serna
tt0318462,nm0209404,Alberto Granado
tt0318462,nm0634120,Ernesto Guevara Lynch (Argentina)
tt0318462,nm0650364,Roberto Guevara (Argentina)
tt0318462,nm1840222,Juan Martín Guevara (Argentina)
tt0318462,nm0246475,Uncle Jorge (Argentina)
tt0318627,nm0004912,Carlos Olivera
tt0318627,nm0470981,Major Cain
tt0318627,nm0012398,Sgt. Peyton Wells
tt0318627,nm0364813,Dr. Ashford
tt0318627,nm0258402,L.J.
tt0318649,nm0000190,Dirk Pitt
tt0318649,nm0001872,Al Giordino
tt0318649,nm0039678,Lawyer
tt0318649,nm1731669,Train Driver
tt0318649,nm0933727,Yves Massarde
tt0318649,nm0079694,Gunboat 1 Officer
tt0318649,nm0933988,Rudi Gunn
tt0318649,nm0416694,General Zateb Kazim
tt0318761,nm1086384,Justin Cobb
tt0318761,nm0000352,Mike Cobb
tt0318761,nm0000206,Perry Lyman
tt0318761,nm0065819,Stoner Guy
tt0318761,nm0000973,Matt Schramm
tt0318761,nm1055398,Perry Lyman's Assistant
tt0318761,nm2064100,Biology Teacher
tt0318974,nm0000598,Sam Houston
tt0318974,nm0000671,Davy Crockett
tt0318974,nm0248408,Antonio Lopez de Santa Ana
tt0318974,nm0000574,James Bowie
tt0318974,nm0933940,William Travis
tt0318974,nm0003244,Juan Seguin
tt0318974,nm0728132,Sgt. William Ward
tt0318974,nm0203507,Colonel Green Jameson
tt0318974,nm0089456,James Bonham
tt0318974,nm0696041,Albert Grimes
tt0319061,nm0000191,Ed Bloom (young)
tt0319061,nm0001215,Ed Bloom (senior)
tt0319061,nm0001082,Will Bloom
tt0319061,nm0347039,Dr. Bennett (senior)
tt0319061,nm0570067,Karl the Giant
tt0319061,nm0219292,Don Price (age 18-22)
tt0319262,nm0000598,Jack Hall
tt0319262,nm0350453,Sam Hall
tt0319262,nm0005231,Jason Evans
tt0319262,nm0761587,Frank Harris
tt0319262,nm0629538,J.D.
tt0319262,nm0807351,Brian Parks
tt0319262,nm1501388,Parker
tt0319343,nm0002071,Buddy
tt0319343,nm0001001,Walter Hobbs
tt0319343,nm0627878,Papa Elf
tt0319343,nm0000799,Santa
tt0319343,nm1307735,Michael
tt0319343,nm0522324,Gimbel's Manager
tt0319343,nm0227759,Miles Finch
tt0319524,nm0285913,Macon Forrester
tt0319524,nm0048414,Steve Beckwith
tt0319524,nm0040015,Lewis Warsher
tt0319531,nm0654110,Will
tt0319531,nm0000532,Boad
tt0319531,nm0001667,Davey
tt0319531,nm0286044,Mickser
tt0319531,nm0832792,Turner
tt0319531,nm0607916,Victor
tt0319531,nm0839682,Pathologist
tt0319531,nm1368634,Coroner
tt0319736,nm0222426,Bhagat Singh
tt0319736,nm0839820,Sukhdev Thapar
tt0319736,nm1430018,Shivram Hari Rajguru
tt0319736,nm0592782,Chandrashekhar Azad
tt0319736,nm0044796,Kishan Singh Sandhu
tt0319736,nm0864608,Jailor
tt0319736,nm1242796,Mahatma Gandhi
tt0319736,nm1019748,Jawaharlal Nehru
tt0319769,nm0000849,Santa
tt0319769,nm0869088,Jose
tt0319769,nm0251021,Lino
tt0319769,nm0898420,Reina
tt0319769,nm0119438,Amador
tt0319769,nm0166795,Rico
tt0319769,nm0722657,Serguei
tt0320193,nm0812555,Jong-du Hong
tt0320193,nm0014215,Jong-Il Hong
tt0320193,nm0753423,Jong-Sae Hong
tt0320193,nm0814171,Sang-Shik Han
tt0320193,nm1241992,Woman Neighbor's Husband
tt0320244,nm0000346,Michael Alig
tt0320244,nm0190497,Angel
tt0320244,nm0001293,James St.James
tt0320244,nm1552689,Young James
tt0320244,nm0001504,Christina
tt0320244,nm0001518,Peter Gatien
tt0320244,nm0005519,Keoki
tt0320244,nm1554793,Cabbie
tt0320661,nm0089217,Balian de Ibelin
tt0320661,nm0000553,Godfrey de Ibelin
tt0320661,nm0359398,Gravedigger
tt0320661,nm0790688,Priest
tt0320661,nm0248254,Firuz
tt0320661,nm0014261,Odo
tt0320661,nm0000667,Hospitaler
tt0320661,nm0322562,Squire
tt0320691,nm0005454,Michael
tt0320691,nm0111274,Kraven
tt0320691,nm0790688,Lucian
tt0320691,nm0631490,Viktor
tt0320691,nm0496441,Singe
tt0320691,nm0311563,Kahn
tt0320691,nm0589505,Dr. Adam
tt0320691,nm0340485,Raze
tt0322259,nm0908094,Brian O'Conner
tt0322259,nm0879085,Roman Pearce
tt0322259,nm0369513,Carter Verone
tt0322259,nm0524839,Tej
tt0322259,nm0058175,Agent Bilkins
tt0322259,nm0001664,Agent Markham
tt0322259,nm1004774,Orange Julius
tt0322259,nm1013003,Slap Jack
tt0322330,nm0001319,Ryan
tt0322330,nm0332390,Grandpa
tt0322330,nm0614877,Jake
tt0322330,nm0864997,Mr. Bates
tt0322330,nm1269329,Harry Coleman
tt0322420,nm0830371,Luka
tt0322420,nm0467451,Milos
tt0322420,nm0073353,Veljo
tt0322420,nm0476413,Captain Aleksic
tt0322420,nm0463649,Filipovic
tt0322420,nm1191885,President
tt0322420,nm0417687,Tomo
tt0322589,nm0001616,Chaz
tt0322589,nm0999075,Benny
tt0322589,nm0608378,Michael Ellis
tt0322589,nm0931955,Raymond
tt0322589,nm1480118,Bar Customer
tt0322589,nm0790412,Bar Customer
tt0323013,nm0004335,Karan Shergill
tt0323013,nm0000821,Col. Sunil Damle
tt0323013,nm0700875,Subedar Maj. Pritam Singh
tt0323013,nm2528716,Maj. Binod Sengupta
tt0323013,nm0958861,Maj. Kaushal Verma
tt0323013,nm0839820,Capt. Jalal Akbar
tt0323013,nm1267998,Lt. Vishal Srivastav
tt0323013,nm1205687,\N
tt0323013,nm1249116,\N
tt0323033,nm0000112,Daniel Rafferty
tt0323033,nm0790688,Thorne Jamison
tt0323033,nm0616754,Ashton Phelps
tt0323033,nm0236451,Michael Rawson
tt0323033,nm0396796,Adamo Shandela
tt0323120,nm0002994,Father Harris
tt0323120,nm0281074,Michael
tt0323872,nm0635962,Folke Nilsson
tt0323872,nm0130637,Isak Bjørvik
tt0323872,nm0282463,Grant
tt0323872,nm0117429,Malmberg
tt0323872,nm0030153,Dr. Jack Zac. Benjaminsen
tt0323872,nm0029264,Dr. Ljungberg
tt0323872,nm0251656,Bakkerman
tt0323872,nm0433479,Green
tt0323872,nm0117561,Ordforer
tt0323872,nm0421304,Vaktmester
tt0323939,nm1195753,Ritchie
tt0323939,nm1515380,Older Wiseguy
tt0323939,nm0869815,Paulie
tt0323939,nm0535084,Sal
tt0323939,nm0148466,Young Stevens
tt0323939,nm0206905,Hitman #1
tt0323939,nm0241031,Hitman #2
tt0323939,nm0027434,Hitman #3
tt0323939,nm0687625,Attendant
tt0323944,nm0159789,Stephen Glass
tt0323944,nm0001872,Adam Penenberg
tt0323944,nm0765597,Charles 'Chuck' Lane
tt0323944,nm0000279,Michael Kelly
tt0323944,nm0089685,Lewis Estridge
tt0323944,nm0232414,David Bach
tt0323998,nm1461008,Erik Svärd
tt0323998,nm1460246,Grits Pölsa
tt0323998,nm0075003,Billy Davidsson
tt0323998,nm0638824,Mörka Rösten
tt0323998,nm1457814,Micke Tretton
tt0323998,nm0088917,Tore Tumör
tt0324127,nm0001173,Thomas Mackelway
tt0324127,nm0001426,Benjamin O'Ryan
tt0324127,nm0502015,Rich Charleton
tt0324127,nm0150255,Harold Speck
tt0324127,nm0721333,Highway Patrolman
tt0324127,nm0132625,Raymond Starkey
tt0324127,nm0426439,Mel
tt0324133,nm0001097,John Bosload
tt0324133,nm0483788,Franck
tt0324133,nm0269722,Marcel
tt0324133,nm0268949,First Man
tt0324133,nm0496010,Second Man
tt0324133,nm1350364,Old Man
tt0324197,nm0161717,Thomas Brandt
tt0324197,nm1326414,Ben Laurent
tt0324197,nm1343622,Young runaway
tt0324197,nm0332709,Koslowski
tt0324197,nm0244999,Georges Laurent
tt0324197,nm0759705,Policeman
tt0324216,nm0006958,Morgan
tt0324216,nm0117420,Thomas Hewitt (Leatherface)
tt0324216,nm1036181,Andy
tt0324216,nm0050156,Kemper
tt0324216,nm0000388,Sheriff Hoyt
tt0324216,nm0233562,Jedidiah
tt0324216,nm0263254,Old Monty
tt0324554,nm0001326,Matthew
tt0324554,nm0000498,Luke
tt0324554,nm0184086,Daniel
tt0324554,nm0903985,Jeweller
tt0324554,nm0926471,Walter
tt0325055,nm0185819,Ted Hughes
tt0325055,nm0083605,Morecambe
tt0325055,nm0278747,James Michie
tt0325055,nm0288623,Mr. Robinson
tt0325055,nm0002091,Professor Thomas
tt0325258,nm0005450,Dickie Roberts
tt0325258,nm0081572,George Finney
tt0325258,nm0855728,Sam Finney
tt0325258,nm0267656,Referee
tt0325258,nm0805653,Commentator
tt0325258,nm0119354,Michael Buffer
tt0325258,nm0937748,Dickie's Corner Man
tt0325537,nm0001674,Mays Gilliam
tt0325537,nm0005170,Mitch Gilliam
tt0325537,nm0048414,Martin Geller
tt0325537,nm0780678,Brian Lewis
tt0325537,nm0714310,Senator Bill Arnot
tt0325537,nm0202966,Bernard Cooper
tt0325537,nm0605079,Meat Man
tt0325596,nm0000202,Simon Cable
tt0325596,nm0000494,Peter Cable
tt0325596,nm0250718,Doctor Truman
tt0325596,nm0002332,Mr. Travitt
tt0325596,nm0334318,Travis
tt0325596,nm0001653,Doctor Newman
tt0325655,nm1204831,Dr. Wah
tt0325655,nm0155212,Dr. Lo
tt0325655,nm2120378,Dark Figure
tt0325703,nm0124930,Terry Sheridan
tt0325703,nm0057368,Hillary
tt0325703,nm0001354,Jonathan Reiss
tt0325703,nm0852965,Bryce
tt0325703,nm0005023,Kosa
tt0325703,nm0001709,Sean
tt0325703,nm0945189,Chen Lo
tt0325703,nm0948045,Xien
tt0325703,nm0130736,Nicholas Petraki
tt0325710,nm0000129,Nathan Algren
tt0325710,nm0913822,Katsumoto
tt0325710,nm0175262,Zebulon Gant
tt0325710,nm0040472,Winchester Rep
tt0325710,nm0511349,Winchester Rep Assistant
tt0325710,nm1491148,Convention Hall Attendee
tt0325710,nm0001282,Colonel Bagley
tt0325710,nm0361735,Omura
tt0325710,nm1372891,Omura's Companion
tt0325710,nm0468697,Omura's Bodyguard
tt0325805,nm0000115,Roy Waller
tt0325805,nm0005377,Frank Mercer
tt0325805,nm0022883,Dr. Klein
tt0325805,nm0569226,Chuck Frechette
tt0325805,nm0247611,Mr. Schaffer
tt0325805,nm0469823,Slacker Boyfriend
tt0325980,nm0000136,Jack Sparrow
tt0325980,nm0001691,Barbossa
tt0325980,nm0089217,Will Turner
tt0325980,nm0202603,Norrington
tt0325980,nm0000596,Governor Weatherby Swann
tt0325980,nm0034305,Pintel
tt0325980,nm0188871,Ragetti
tt0325980,nm1400933,Lt. Gillette
tt0325980,nm1099016,Murtogg
tt0326208,nm0005048,Andre Stander
tt0326208,nm0641244,Allan Heyl
tt0326208,nm0002077,Lee McCall
tt0326208,nm1338025,Cor van Deventer
tt0326208,nm0923366,General Stander
tt0326208,nm0098494,General Viljoen
tt0326208,nm0628552,Sergeant Smit
tt0326208,nm0255615,Ed Janis
tt0326769,nm0000401,Smoke
tt0326769,nm1035682,Kid
tt0326769,nm0428963,Soul Train
tt0326769,nm0005023,Motherland
tt0326769,nm0270451,Stuntman
tt0326769,nm0005478,Wood
tt0326769,nm0005376,Dogg
tt0326769,nm0327779,Primo
tt0326835,nm0305558,Kit Winter
tt0326835,nm0195439,Barnaby F. Caspian
tt0326835,nm0362766,Tom
tt0326835,nm1214435,Theo
tt0326835,nm0041323,Maitre D'
tt0326835,nm0916413,Landlord
tt0326835,nm0477329,Burger Bar Manager
tt0326835,nm0255914,Hotel Manager
tt0326856,nm0001774,Tim Dingman
tt0326856,nm0085312,Nick Vanderpark
tt0326856,nm0000686,J-Man
tt0326856,nm1348102,Michael Dingman
tt0326856,nm0558585,Nathan Vanderpark
tt0326856,nm0253476,Eduardo
tt0326905,nm0000973,Lt. Colonel Mucci
tt0326905,nm0001212,Major Gibson
tt0326905,nm0290556,Captain Prince
tt0326905,nm0541120,Captain Fisher
tt0326905,nm0242882,"1st Sgt. Sid \""Top\"" Wojo"
tt0326905,nm0139549,Cpl. Aliteri
tt0326905,nm0176175,Cpl. Guttierez
tt0326905,nm0572112,2nd Lt. Riley
tt0326905,nm0267894,2nd Lt. Foley
tt0326905,nm0533589,2nd Lt. O'Grady
tt0326977,nm0008090,Pino
tt0326977,nm1309554,Felice
tt0326977,nm0957024,Pietro
tt0326977,nm1501487,Candela
tt0326977,nm0007746,Sergio
tt0326977,nm1173676,Michele
tt0326977,nm1212778,Filippo
tt0327056,nm0000576,Jimmy Markum
tt0327056,nm0000209,Dave Boyle
tt0327056,nm0000102,Sean Devine
tt0327056,nm0000401,Whitey Powers
tt0327056,nm0152430,Val Savage
tt0327056,nm0347509,Brendan Harris
tt0327056,nm0004829,Silent Ray Harris
tt0327084,nm0000246,RJ
tt0327084,nm0788009,Verne
tt0327084,nm0136797,Hammy
tt0327084,nm0000638,Ozzie
tt0327084,nm0000560,Vincent
tt0327084,nm0002006,Dwayne
tt0327084,nm0506405,Lou
tt0327137,nm0005286,Walter
tt0327137,nm0000323,Garth
tt0327137,nm0000380,Hub
tt0327137,nm0441588,Stan
tt0327137,nm0524197,Adult Walter
tt0327137,nm0642259,Ralph
tt0327137,nm0050156,Sheik's Grandson
tt0327137,nm0437283,Young Hub
tt0327162,nm0000111,Walter Kresby
tt0327162,nm0000686,Mike Wellington
tt0327162,nm0058372,Roger Bannister
tt0327162,nm0335344,Jerry Harmon
tt0327162,nm0001484,Dave Markowitz
tt0327162,nm1483241,Pete Kresby
tt0327247,nm0000246,Jimmy
tt0327247,nm0001612,Oz
tt0327247,nm0001629,Lazlo
tt0327247,nm0172806,Strabo
tt0327247,nm0582257,Zevo
tt0327247,nm0593734,Yermo
tt0327437,nm0000329,Passepartout
tt0327437,nm0000329,Lau Xing
tt0327437,nm0176869,Phileas Fogg
tt0327437,nm0000980,Lord Kelvin
tt0327437,nm0299481,Jean Michel
tt0327437,nm0573862,Colonel Kitchener
tt0327437,nm0752379,Lord Salisbury
tt0327437,nm0358772,Lord Rhodes
tt0327437,nm0324134,Mr. Sutton
tt0327554,nm0000973,Tom Lone
tt0327554,nm0933727,George Hedare
tt0327554,nm0557219,Armando
tt0327554,nm0542677,Wesley
tt0327554,nm0382216,Rocker
tt0327597,nm1894655,Charlie Jones
tt0327597,nm1894655,Other Father
tt0327597,nm0202966,The Cat
tt0327597,nm0047121,Wyborne 'Wybie' Lovat
tt0327597,nm0574534,Mr. Sergei Alexander Bobinsky
tt0327597,nm0574534,Other Bobinsky
tt0327597,nm3275474,Ghost Boy
tt0327679,nm0199215,Char
tt0327679,nm0000144,Edgar
tt0327679,nm1264521,Slannen
tt0327679,nm0001385,Narrator
tt0327679,nm0176869,Heston
tt0327850,nm0425005,Beck
tt0327850,nm0005405,Travis
tt0327850,nm0000686,Hatcher
tt0327850,nm0001971,Declan
tt0327850,nm0340973,Harvey
tt0327850,nm0524747,Walker
tt0327850,nm0721205,Manito
tt0327850,nm1151714,Swenson
tt0327850,nm0445022,Naylor
tt0328099,nm0005085,Brad 'B-Rad' Gluckman
tt0328099,nm0641939,Bill Gluckman
tt0328099,nm0005516,Tom Gibbsons
tt0328099,nm0004875,Sean James
tt0328099,nm0026364,PJ
tt0328099,nm1349040,Tec
tt0328099,nm0001787,Dr. Feldman
tt0328099,nm0671980,Hadji Amerislani
tt0328107,nm0000243,John W. Creasy
tt0328107,nm0000686,Paul Rayburn
tt0328107,nm0004711,Samuel Ramos
tt0328107,nm0316284,Miguel Manzano
tt0328107,nm0000620,Jordan Kalfus
tt0328107,nm0554929,Daniel Sanchez
tt0328107,nm0643740,Victor Fuentes
tt0328538,nm1227232,Mason Freeland
tt0328538,nm1227470,Rafa
tt0328589,nm0100556,Marcello
tt0328589,nm0516020,Martini
tt0328589,nm0598102,Old Man with Flowers
tt0328589,nm0633507,Placido
tt0328828,nm0004755,Jim Levenstein
tt0328828,nm0005405,Steve Stifler
tt0328828,nm0506405,Jim's Dad
tt0328828,nm0858776,Paul Finch
tt0328828,nm0005272,Kevin Myers
tt0328828,nm0929609,Harold Flaherty
tt0328880,nm0001618,Kenai
tt0328880,nm0836836,Koda
tt0328880,nm0001548,Rutt
tt0328880,nm0707262,Denahi
tt0328880,nm0858686,Tuke
tt0328880,nm0000665,Sitka
tt0328880,nm0003817,Tug
tt0328880,nm0332390,Old Denahi
tt0328880,nm0160364,Ram #1
tt0329028,nm1277177,Harry Dunne
tt0329028,nm0647638,Lloyd Christmas
tt0329028,nm0506405,Principal Collins
tt0329028,nm0821048,Doctor
tt0329028,nm0270139,Officer Dave
tt0329028,nm1389613,8-year-old Harry
tt0329028,nm0350079,Ray
tt0329028,nm0711805,Turk
tt0329101,nm0000387,Freddy Krueger
tt0329101,nm0457090,Jason Voorhees
tt0329101,nm0728762,Will Rollins
tt0329101,nm0549815,Charlie Linderman
tt0329101,nm0281956,Mark Davis
tt0329101,nm0125148,Dr. Campbell
tt0329101,nm0613147,Deputy Scott Stubbs
tt0329388,nm0001725,Monsieur Ibrahim Deneji
tt0329388,nm1227027,Moses 'Momo' Schmitt
tt0329388,nm0577841,Le père de 'Momo'
tt0329388,nm0302916,Le vendeur voiture
tt0329575,nm0001497,Red Pollard
tt0329575,nm0000313,Charles Howard
tt0329575,nm0177933,Tom Smith
tt0329575,nm0567184,Narrator
tt0329575,nm0640476,Bicycle Supervisor
tt0329575,nm0258117,Steamer Owner
tt0329575,nm0443856,Car Customer
tt0329575,nm0234606,Land Broker
tt0329691,nm0376540,Ford
tt0329691,nm0001084,Trey
tt0329691,nm0007167,Yellow Car Driver
tt0329691,nm0066586,Luther
tt0329691,nm0176981,Neil Luff
tt0329691,nm0230335,Sheriff Barnes
tt0329691,nm0303665,Nomo
tt0329691,nm0318141,18 Wheeler Driver
tt0329691,nm0379596,Dalton
tt0329717,nm0000148,Sgt. Joe Gavilan
tt0329717,nm0001326,Det. K.C. Calden
tt0329717,nm0913460,Antoine Sartain
tt0329717,nm0339304,Lt. Bennie Macko
tt0329717,nm0202966,Leon
tt0329717,nm0005290,Julius Armas
tt0329717,nm0001617,Wanda
tt0329767,nm0803397,Wilbur
tt0329767,nm0712628,Harbour
tt0329767,nm0586568,Horst
tt0329767,nm0570684,Taylor
tt0329767,nm1446625,Wayne
tt0329774,nm0001084,Darius Stone
tt0329774,nm0001084,XXX
tt0329774,nm0000168,Agent Augustus Eugene Gibbons
tt0329774,nm0000353,General George Deckert
tt0329774,nm0005454,Agent Kyle Christopher Steele
tt0329774,nm0944702,Zeke
tt0329774,nm0005471,President James Sanford
tt0329774,nm0740220,Agent Toby Lee Shavers
tt0329774,nm0175295,Lt. Alabama 'Bama' Cobb
tt0330099,nm0001252,Bud Clay
tt0330099,nm2164670,Featured Racer
tt0330099,nm2166735,Featured Racer
tt0330099,nm2164896,Featured Racer
tt0330099,nm2172371,Featured Racer
tt0330229,nm0632689,Matsumoto
tt0330229,nm0586227,"Hiro, the Boss"
tt0330229,nm1242841,"Nukui, the Fan"
tt0330229,nm0875244,Young Hiro
tt0330229,nm0652592,Haruna's Manager
tt0330243,nm0464945,Adas
tt0330243,nm0333275,Sasiad
tt0330243,nm1235303,Syn Sylwus
tt0330243,nm0066133,Sasiad z dolu
tt0330243,nm0118840,Dozorca koszacy trawnik
tt0330373,nm0705356,Harry Potter
tt0330373,nm0342488,Ron Weasley
tt0330373,nm0843059,Frank Bryce
tt0330373,nm0001758,Wormtail
tt0330373,nm0855039,Barty Crouch Junior
tt0330373,nm0931247,Arthur Weasley
tt0330373,nm0962359,Fred Weasley
tt0330373,nm0962360,George Weasley
tt0330702,nm0144812,Timoteo
tt0330702,nm0116233,Becchino
tt0330702,nm1309554,Tipetto magro
tt0330702,nm3661207,Timoteo bambino
tt0330793,nm0005048,Frank Castle
tt0330793,nm0000237,Howard Saint
tt0330793,nm0028551,Jimmy Weeks
tt0330793,nm1357072,Joe Toro
tt0330793,nm0139549,Bobby Saint
tt0330793,nm0139549,John Saint
tt0330793,nm0171868,Harry Heck
tt0330793,nm0244048,Tattooed Mike
tt0330793,nm0139175,T.J.
tt0330994,nm1002055,William
tt0330994,nm0822268,Gaston
tt0330994,nm0724844,Kirk
tt0330994,nm1060946,Dirk
tt0330994,nm0461658,Sam
tt0331468,nm0000598,Cooper Tilson
tt0331468,nm0001151,Dale Massie
tt0331468,nm0934090,Jesse Tilson
tt0331468,nm0001626,Mr. Massie
tt0331468,nm0721951,Ray Pinski
tt0331632,nm0005327,Fred
tt0331632,nm0000498,Shaggy
tt0331632,nm0001293,Patrick Wisely
tt0331632,nm0001967,Old Man Wickles
tt0331632,nm0625789,Jacobo
tt0331632,nm1035356,Scooby-Doo
tt0331632,nm0639754,Pat O'Brien
tt0331811,nm0001794,Jack
tt0331811,nm0004988,Mark
tt0331811,nm0004936,Eddie
tt0331811,nm0000664,Frank
tt0331811,nm0380231,Aaron
tt0331811,nm0163988,Officer Hannagan
tt0331811,nm0004999,Duffy
tt0331811,nm1197466,Tim
tt0331933,nm0000169,Roland Sharp
tt0331933,nm0147825,Percy Stevens
tt0331933,nm0887144,Eddie Zane
tt0331933,nm0924154,Ranger Holt
tt0331952,nm0000602,Wayne Hayes
tt0331952,nm0000353,Arnold Mack
tt0331952,nm0005273,Tim Hayes
tt0331952,nm0002023,Agent Ray Fuller
tt0331952,nm0683978,Tom Finch
tt0331953,nm0151540,Putman
tt0331953,nm0000200,Coconut Pete
tt0331953,nm0373571,Lars
tt0331953,nm0599715,Rolo
tt0331953,nm0269542,Manny
tt0331953,nm0915919,Roy
tt0331953,nm0951008,Burke
tt0332047,nm0266422,Ben
tt0332047,nm1555151,Ben - 1980
tt0332047,nm0444940,Al
tt0332047,nm1688785,Artie
tt0332047,nm0164873,Uncle Carl
tt0332136,nm0629493,Ian Wyndham
tt0332136,nm0929489,Taxi Driver
tt0332136,nm0760207,Dunbar
tt0332136,nm0601471,Hotel Employee
tt0332136,nm0680670,Concert MC
tt0332136,nm0725900,Teenage Boy
tt0332280,nm0001258,Duke
tt0332280,nm0331516,Noah
tt0332280,nm1658940,Rower
tt0332280,nm1655411,Nurse Keith
tt0332280,nm0333592,Harry
tt0332375,nm0000346,Roland
tt0332375,nm0297578,Patrick
tt0332375,nm1039977,Dean
tt0332375,nm0233027,Pastor Skip
tt0332379,nm0085312,Dewey Finn
tt0332379,nm0925234,Ned Schneebly
tt0332379,nm0664238,Theo
tt0332379,nm1306097,Neil
tt0332379,nm1083114,Doug
tt0332379,nm0044974,Spider
tt0332452,nm0000093,Achilles
tt0332452,nm0051509,Hector
tt0332452,nm0089217,Paris
tt0332452,nm0002103,Triopas
tt0332452,nm0004051,Agamemnon
tt0332452,nm0428923,Boagrius
tt0332452,nm0549538,Agamemnon's Officer
tt0332452,nm0808559,Messenger Boy
tt0332452,nm0795344,Nestor
tt0332452,nm0322407,Menelaus
tt0332658,nm0614165,John
tt0332658,nm0268199,Lehiff
tt0332658,nm1587398,Old Man in Café
tt0332658,nm0639928,Mick
tt0332658,nm0694392,Elderly Man on Bus
tt0333766,nm0103785,Andrew Largeman
tt0333766,nm0765597,Mark
tt0333766,nm0000453,Gideon Largeman
tt0333766,nm1539292,Busboy
tt0333766,nm0938045,Restaurant Manager
tt0333766,nm1173786,Waiter
tt0333766,nm1344784,Young Hollywood Guy
tt0333766,nm0122558,Dave
tt0333780,nm0627878,Sid Post
tt0333780,nm0569226,Stanford Marks
tt0335119,nm0000147,Vermeer
tt0335119,nm0929489,Van Ruijven
tt0335119,nm0614165,Pieter
tt0335119,nm0570375,Griet's Father
tt0335121,nm0000134,Richard Wells
tt0335121,nm0001427,Paul Duncan
tt0335121,nm1080974,Adam Duncan
tt0335121,nm0597740,"Maurice, Young Thug"
tt0335121,nm1124048,Young Thug #2
tt0335121,nm0800701,Dan Sandler
tt0335121,nm0080212,Samir Miklat
tt0335245,nm0000158,Professor G.H. Dorr
tt0335245,nm0005541,Gawain MacSam
tt0335245,nm0799777,Garth Pancake
tt0335245,nm0002245,The General
tt0335245,nm0403652,Lump Hudson
tt0335245,nm0908648,Sheriff Wyner
tt0335245,nm0566279,Deputy Sheriff
tt0335245,nm0915868,Weemack Funthes
tt0335266,nm0000195,Bob Harris
tt0335266,nm0000610,John
tt0335266,nm1440076,Press Agent
tt0335266,nm1440085,Press Agent
tt0335266,nm1440090,Press Agent
tt0335266,nm1440060,Concierge
tt0335266,nm1440095,Bellboy
tt0335345,nm0001029,Jesus
tt0335345,nm0998941,John
tt0335345,nm1357161,Peter
tt0335345,nm0768641,Caiphas
tt0335345,nm0078282,Annas
tt0335345,nm0513352,Judas
tt0335345,nm0794885,Pontius Pilate
tt0335438,nm0001774,David Starsky
tt0335438,nm0005562,Ken Hutchinson
tt0335438,nm0004879,Huggy Bear
tt0335438,nm0000681,Reese Feldman
tt0335438,nm0004365,Captain Doby
tt0335438,nm0000867,Kevin
tt0335438,nm0156475,Chau
tt0335559,nm0241049,Tad Hamilton
tt0335559,nm0333410,Pete Monash
tt0335559,nm0001447,Richard Levy the Driven
tt0335559,nm0005003,Richard Levy the Shameless
tt0335559,nm0170550,Henry Futch
tt0335563,nm0000174,John Holmes
tt0335563,nm0550164,Reporter
tt0335563,nm0001518,David Lind
tt0335563,nm0685856,Gopher
tt0337103,nm0000606,Pierre Niemans
tt0337103,nm0536095,Reda
tt0337103,nm0000489,Heinrich von Garten
tt0337103,nm0002776,L'ermite borgne
tt0337103,nm1109880,Jésus
tt0337103,nm0722657,Le père Vincent
tt0337103,nm0672422,Le père Dominique
tt0337103,nm0719220,Flic Reda #1
tt0337563,nm0749263,Matt Flamhaff
tt0337563,nm0785227,Richard Kneeland
tt0337563,nm0716277,Wayne Rink
tt0337563,nm0050458,Alex Carlson
tt0337563,nm0549826,Young Matt
tt0337578,nm0000821,Raj Malhotra
tt0337578,nm0006795,Alok Raj
tt0337578,nm0990090,Ajay Malhotra
tt0337578,nm1267095,Sanjay Malhotra
tt0337578,nm1265436,Rohit Malhotra
tt0337578,nm1177893,Karan Malhotra
tt0337579,nm0001084,Calvin
tt0337579,nm0147825,Eddie
tt0337579,nm0859503,Jimmy
tt0337579,nm0004949,Isaac
tt0337579,nm1013003,Ricky
tt0337579,nm1120315,Dinka
tt0337579,nm0502015,Quentin Leroux
tt0337579,nm0936298,Alderman Brown
tt0337592,nm0134244,Alvin Johnson
tt0337592,nm1491136,Little Boy
tt0337592,nm1491139,Old Man
tt0337592,nm0859824,Ted
tt0337592,nm0765493,Kadeem
tt0337692,nm0727165,Sal Paradise
tt0337692,nm0727165,Jack Kerouac
tt0337692,nm1330560,Dean Moriarty
tt0337692,nm1330560,Neal Cassady
tt0337692,nm0836432,Carlo Marx
tt0337692,nm0836432,Allen Ginsberg
tt0337692,nm2977667,Ed Dunkle
tt0337692,nm2977667,Al Hinkle
tt0337692,nm0001557,Old Bull Lee
tt0337692,nm0001557,William S. Burroughs
tt0337697,nm0531101,Eddie
tt0337697,nm0587950,Soren
tt0337697,nm0289038,King Haraald
tt0337697,nm0099909,Ben Morgan
tt0337697,nm0461149,John Morgan
tt0337697,nm0642485,Mike Morgan
tt0337721,nm0001608,Charlie Halliday
tt0337721,nm0000342,Walter Shepherd
