tconst,nconst,character
tt0066049,nm0304000,Ed
tt0066049,nm0430221,Bent
tt0066049,nm0514507,Black Eagle
tt0066049,nm0059712,Longfoot
tt0066206,nm0001715,General George S. Patton Jr.
tt0066206,nm0001500,General Omar N. Bradley
tt0066206,nm0950079,Captain Chester B. Hansen
tt0066206,nm0835021,Brigadier General Hobart Carver
tt0066206,nm0517444,General Bradley's Driver
tt0066206,nm0241711,Moroccan Minister
tt0066206,nm0490224,Lieutenant Colonel Henry Davenport
tt0066206,nm0667133,Captain Richard N. Jenson
tt0066206,nm0901044,Field Marshal Erwin Rommel
tt0066206,nm0382707,General Patton's Driver
tt0066214,nm0289038,Chas
tt0066214,nm0001396,Turner
tt0066214,nm0082843,Moody
tt0066214,nm0575080,Rosebloom
tt0066214,nm0193862,The Lawyer
tt0066214,nm0607924,Dennis
tt0066214,nm0788306,Harry Flowers
tt0066249,nm0827137,Sherlock Holmes
tt0066249,nm0000489,Mycroft Holmes
tt0066249,nm0086780,Dr. Watson
tt0066249,nm0720890,Rogozhin
tt0066249,nm0391361,Gravedigger
tt0066301,nm0000078,Col. Cord McNally
tt0066301,nm0729473,Capt. Pierre Cordona
tt0066301,nm0001181,Phillips
tt0066301,nm0593844,Sgt. Tuscarora Phillips
tt0066301,nm0294229,Ketcham
tt0066301,nm0399663,Dr. Ivor Jones
tt0066301,nm0377947,Sheriff Tom Hendricks
tt0066319,nm0000053,Charles
tt0066319,nm0002145,Father Collins
tt0066319,nm0590055,Michael
tt0066319,nm0427756,Major Doryan
tt0066319,nm0571674,Thomas Ryan
tt0066319,nm0287687,Tim O'Leary
tt0066319,nm0642724,Mr. McCardle
tt0066344,nm0001215,Ebenezer Scrooge
tt0066344,nm0000027,Jacob Marley's Ghost
tt0066344,nm0603336,Ghost of Christmas Present
tt0066344,nm0619802,Mr. Fezziwig
tt0066344,nm0575974,"Harry, Scrooge's Nephew"
tt0066344,nm0172059,Bob Cratchit
tt0066344,nm0734668,Tom Jenkins
tt0066434,nm0000380,THX
tt0066434,nm0000587,SEN
tt0066434,nm0171824,SRT
tt0066434,nm0938052,PTO
tt0066434,nm0250616,TWA
tt0066434,nm0354085,NCH
tt0066434,nm0668957,DWY
tt0066434,nm0550554,CAM
tt0066473,nm0000842,Admiral Husband E. Kimmel
tt0066473,nm0945522,Admiral Isoroku Yamamoto
tt0066473,nm0001673,General Walter C. Short
tt0066473,nm0001072,Henry L. Stimson
tt0066473,nm0586227,Commander Minoru Genda
tt0066473,nm0550855,Colonel Rufus S. Bratton
tt0066473,nm0848796,Lt. Commander Fuchida
tt0066473,nm0926235,Admiral William F. Halsey
tt0066473,nm0867391,Admiral Chuici Nagumo
tt0066473,nm0011741,Lt. Commander Alvin D. Kramer
tt0066491,nm0721073,Don Lope
tt0066491,nm0626259,Horacio
tt0066491,nm0143030,Don Cosme
tt0066491,nm0273551,Saturno
tt0066491,nm0812993,Don Ambrosio
tt0066491,nm0130952,Campanero
tt0066491,nm0147533,Dr. Miquis
tt0066491,nm0273888,Comprador
tt0066549,nm0001768,Napoleon Bonaparte
tt0066549,nm0001626,Arthur Wellesley - Duke of Wellington
tt0066549,nm0000080,Louis XVIII
tt0066549,nm0370144,Gen. Sir Thomas Picton
tt0066549,nm0641397,Marshal Michel Ney
tt0066549,nm0203959,Gordon
tt0066549,nm0286577,La Bedoyere
tt0066549,nm0307491,Drouot
tt0066549,nm0307995,Soult
tt0066601,nm0292689,Mark
tt0066601,nm0280707,Cafe owner
tt0066601,nm0819525,Lee's associate
tt0066601,nm0304870,Morty
tt0066601,nm0001792,Lee Allen
tt0066601,nm3399036,Radical student
tt0066601,nm0386874,Police lieutenant on loudspeaker
tt0066601,nm0242021,Highway patrolman
tt0066740,nm0001637,Dr. Anton Phibes
tt0066740,nm0001072,Dr. Vesalius
tt0066740,nm0856103,Dr. Longstreet
tt0066740,nm0123842,Lem Vesalius
tt0066740,nm0404211,Dr. Hedgepath
tt0066740,nm0122498,Dr. Dunwoody
tt0066740,nm0778808,Dr. Hargreaves
tt0066740,nm0319566,Dr. Kitaj
tt0066763,nm0004435,Anand Saigal
tt0066763,nm0000821,Dr. Bhaskar K. Bannerjee
tt0066763,nm0000821,Babu Moshai
tt0066763,nm0219946,Dr. Prakash Kulkarni
tt0066763,nm0783996,Chandranath
tt0066763,nm0783996,Muralilal #1
tt0066763,nm0695155,Ranjeet
tt0066763,nm0222743,\N
tt0066765,nm0000092,Announcer
tt0066765,nm0000092,Hungarian Citizen
tt0066765,nm0000092,Self-Defence Teacher
tt0066765,nm0001589,Gumby
tt0066765,nm0001589,Man with tape recorder
tt0066765,nm0001589,Phrasebook Author
tt0066765,nm0001037,Brother
tt0066765,nm0001037,Policeman
tt0066765,nm0001037,Defence attorney
tt0066765,nm0000416,Self-Defence Nun
tt0066765,nm0000416,Flasher
tt0066765,nm0000416,Uncle Sam
tt0066765,nm0001385,Prosecutor
tt0066765,nm0001385,Marriage Counselor
tt0066765,nm0001385,Arthur Nudge
tt0066765,nm0001402,Stage Manager
tt0066765,nm0001402,Tobacconist
tt0066765,nm0001402,2nd Hungarian Man
tt0066765,nm2278568,Man in Restaurant
tt0066769,nm0647921,Dr. Mark Hall
tt0066769,nm0384050,Dr. Jeremy Stone
tt0066769,nm0915536,Dr. Charles Dutton
tt0066769,nm0593355,Jackson
tt0066769,nm0081560,Major Manchek
tt0066769,nm0613794,Dr. Robertson
tt0066769,nm0639532,Grimes
tt0066769,nm0387617,General Sparks
tt0066808,nm0000095,Fielding Mellish
tt0066808,nm0598823,General Emilio M. Vargas
tt0066808,nm0602630,Esposito
tt0066808,nm0840822,Luis
tt0066808,nm0651101,Sanchez
tt0066808,nm0258089,Diaz
tt0066808,nm0043484,Arroyo
tt0066817,nm0866835,Emelius
tt0066817,nm0001522,Mr. Jelk
tt0066817,nm0415488,Bookman
tt0066817,nm0259152,Col. Heller
tt0066817,nm0287028,Swinburne
tt0066817,nm0810900,Paul
tt0066817,nm0917855,Charlie
tt0066819,nm0000142,John McBurney
tt0066831,nm0000078,Jacob McCandles
tt0066831,nm0095524,John Fain
tt0066831,nm0915618,James McCandles
tt0066831,nm0593844,Michael McCandles
tt0066831,nm0899130,Jeff McCandles
tt0066831,nm0127677,Sam Sharpnose
tt0066831,nm0179148,O'Brien
tt0066831,nm0001013,Pop Dawson
tt0066831,nm0234732,Buck Dugan
tt0066892,nm0000197,Jonathan
tt0066892,nm0307316,Sandy
tt0066892,nm11648743,Man
tt0066921,nm0000532,Alex
tt0066921,nm0535861,Mr Alexander
tt0066921,nm0060988,Chief Guard
tt0066921,nm0165049,Dim
tt0066921,nm0166979,Stage Actor
tt0066921,nm0240268,Dr. Brodsky
tt0066921,nm0268306,Tramp
tt0066921,nm0290117,Lodger
tt0066921,nm0332842,Prison Governor
tt0066993,nm0001657,Urbain Grandier
tt0066993,nm0840303,Baron De Laubardemont
tt0066993,nm0012451,Ibert
tt0066993,nm0578527,Mignon
tt0066993,nm0331788,Father Barre
tt0066993,nm0614120,Adam
tt0066993,nm0517787,Cardinal Richelieu
tt0066995,nm0000125,James Bond
tt0066995,nm0336509,Blofeld
tt0066995,nm0212818,Willard Whyte
tt0066995,nm0127677,Albert R. Saxby
tt0066995,nm0809623,Mr. Kidd
tt0066995,nm0323098,Mr. Wint
tt0066995,nm0123680,Leiter
tt0066995,nm0299822,Dr Metz
tt0066999,nm0000142,Harry
tt0066999,nm0732367,Killer
tt0066999,nm0345340,Bressler
tt0066999,nm0763858,Chico
tt0066999,nm0006893,The Mayor
tt0066999,nm0488024,Chief
tt0066999,nm0593850,De Georgio
tt0067065,nm0001522,Cornelius
tt0067065,nm0226947,Dr. Lewis Dixon
tt0067065,nm0000967,Dr. Otto Hasslein
tt0067065,nm0934750,The President
tt0067065,nm0000543,Milo
tt0067065,nm0758692,E-1
tt0067065,nm0263645,E-2
tt0067065,nm0709907,Chairman
tt0067093,nm0867694,Tevye
tt0067093,nm0294600,Motel
tt0067093,nm0542915,Lazar Wolf
tt0067093,nm0001274,Perchik
tt0067093,nm0522590,Fyedka
tt0067116,nm0000432,Jimmy Doyle
tt0067116,nm0001702,Buddy Russo
tt0067116,nm0721073,Alain Charnier
tt0067116,nm0516215,Sal Boca
tt0067116,nm0102566,Pierre Nicoli
tt0067116,nm0664687,Henri Devereaux
tt0067116,nm0382707,Agent Bill Mulderig
tt0067116,nm0308872,Joel Weinstock
tt0067128,nm0000323,Jack Carter
tt0067128,nm0376915,Eric Paice
tt0067128,nm0651570,Cyril Kinnear
tt0067128,nm0065777,Peter
tt0067128,nm0786577,John - A Con
tt0067140,nm0001768,Juan Miranda
tt0067140,nm0000336,John H. Mallory
tt0067140,nm0885123,Dr. Villega
tt0067140,nm0061309,Santerna
tt0067140,nm0337215,Governor Jaime
tt0067140,nm0231452,Gutierez
tt0067140,nm0231452,Col. Günther Reza
tt0067140,nm0911285,Sean Nolan
tt0067140,nm0061402,Miguel
tt0067185,nm0001069,Harold Chasen
tt0067185,nm0159258,Glaucus
tt0067185,nm0879006,Uncle Victor
tt0067185,nm0160452,Priest
tt0067185,nm0939707,Psychiatrist
tt0067277,nm0000961,Joe Bonham
tt0067277,nm0001673,Joe's Father
tt0067277,nm0000661,Christ
tt0067277,nm0569902,Mike Burkeman
tt0067277,nm0057983,Jody Simmons
tt0067277,nm0110480,Ancient Prelate
tt0067277,nm0164852,Hospital Offical
tt0067309,nm0000661,John Klute
tt0067309,nm0162541,Peter Cable
tt0067309,nm0001702,Frank Ligourin
tt0067309,nm0313554,Trask
tt0067309,nm0833471,Mr. Goldfarb
tt0067309,nm0811117,Berger
tt0067328,nm0000961,Sonny Crawford
tt0067328,nm0000313,Duane Jackson
tt0067328,nm0424565,Sam the Lion
tt0067328,nm0347656,Abilene
tt0067328,nm0098734,Billy
tt0067334,nm0000537,Michael Delaney
tt0067334,nm0712022,Erich Stahler
tt0067334,nm0500318,David Townsend
tt0067334,nm0357107,Johann Ritter
tt0067334,nm0580664,Claude Aurac
tt0067334,nm0906600,Larry Wilson
tt0067334,nm0408636,Lugo Abratte
tt0067334,nm0073400,Paul-Jacques Dion
tt0067355,nm0001352,Trinità
tt0067355,nm0817881,Bambino
tt0067355,nm0951597,Jonathan
tt0067355,nm0836387,Tobias
tt0067355,nm0335048,Maj. Harriman
tt0067355,nm0007927,Frank Faina
tt0067355,nm0007927,Weasel
tt0067355,nm0436422,Timmy
tt0067355,nm0436422,Timid
tt0067355,nm0033982,Sheriff Zoppo
tt0067372,nm0277424,Macbeth
tt0067372,nm0789864,Banquo
tt0067372,nm0063027,Macduff
tt0067372,nm0834438,Ross
tt0067372,nm0782997,Duncan
tt0067372,nm0153833,Malcolm
tt0067372,nm0791221,Donalbain
tt0067411,nm0000886,John McCabe
tt0067411,nm0041281,Sheehan
tt0067411,nm0001137,The Lawyer
tt0067411,nm0775870,Smalley
tt0067411,nm0278862,Mr. Elliott
tt0067411,nm0719037,Bart Coyle
tt0067411,nm0001018,Cowboy
tt0067411,nm0614526,Sears
tt0067445,nm0001958,Gustav von Aschenbach
tt0067445,nm0885123,Hotel Manager
tt0067445,nm0122780,Alfred
tt0067445,nm0001909,Tadzio
tt0067445,nm0294136,Travel Agent
tt0067445,nm0264770,Barber
tt0067525,nm0000032,Neville
tt0067525,nm0001875,Matthias
tt0067525,nm0467178,Dutch
tt0067525,nm0485637,Richie
tt0067525,nm0453299,Zachary
tt0067525,nm0865058,Tommy
tt0067525,nm0095430,Family Member
tt0067541,nm0000587,Doc Tydon
tt0067541,nm0093937,John Grant
tt0067541,nm0706256,Jock Crawford
tt0067541,nm0860233,Dick
tt0067541,nm0926571,Joe
tt0067541,nm0858446,Tim Hynes
tt0067541,nm0576851,Charlie
tt0067541,nm0035767,Atkins
tt0067541,nm0214840,Jarvis
tt0067549,nm0000199,Bobby
tt0067549,nm0899106,Hotch
tt0067549,nm0109175,Hank
tt0067549,nm0552633,Chico
tt0067549,nm0565634,Sonny
tt0067549,nm0278258,Sammy
tt0067549,nm0000471,Marco
tt0067588,nm0000142,Dave
tt0067588,nm0488024,Sgt. McCallum
tt0067588,nm0319978,Frank
tt0067588,nm0533013,Al Monte
tt0067588,nm0796923,Murphy
tt0067588,nm0263717,Jay Jay
tt0067656,nm0685559,Alberto
tt0067656,nm0131294,Simone
tt0067656,nm0043308,Franco Ventura
tt0067656,nm0043308,Frank Ventura
tt0067656,nm0872689,Paolo Fosatti
tt0067741,nm0745780,John Shaft
tt0067741,nm0348214,Bumpy Jonas
tt0067741,nm0162541,Lt. Vic Androzzi
tt0067741,nm0820626,Ben Buford
tt0067741,nm0696303,Det. Tom Hannon
tt0067741,nm0036663,Charlie
tt0067741,nm0730443,Rollie
tt0067756,nm0001136,Freeman Lowell
tt0067756,nm0693420,John Keenan
tt0067756,nm0726492,Marty Barker
tt0067756,nm0006956,Andy Wolf
tt0067756,nm0675539,the grey Drone # 1 'Dewey'
tt0067756,nm2762752,the orange Drone # 2 'Huey'
tt0067756,nm0924208,the green Drone # 3 'Louie'
tt0067756,nm0132103,Neal - Berkshire' Captain
tt0067756,nm0132103,Neal - Berkshire' Captain
tt0067756,nm0257140,Anderson
tt0067756,nm0257140,Anderson
tt0067778,nm0274731,Laurent Chevalier
tt0067778,nm0004625,Charles Chevalier
tt0067778,nm0003909,Father Henri
tt0067778,nm0274732,Thomas
tt0067778,nm0935425,Marc
tt0067778,nm0688526,Uncle Léonce
tt0067800,nm0000163,David Sumner
tt0067800,nm0891092,Tom Hedden
tt0067800,nm0571435,Maj. John Scott
tt0067800,nm0377328,Charlie Venner
tt0067800,nm0636235,Chris Cawsey
tt0067800,nm0916876,Riddaway
tt0067800,nm0404455,Norman Scutt
tt0067800,nm0428642,Bobby Hedden
tt0067824,nm0000045,Cheng Chao-an
tt0067824,nm0862875,Hsiu Chien
tt0067824,nm0157300,Hsiao Mi (The Boss)
tt0067824,nm0490492,Hsiao Chiun (Mi's son)
tt0067824,nm0498044,Ah Kun
tt0067824,nm0157780,Hua Sze
tt0067824,nm0875557,Uncle
tt0067866,nm0423524,El Topo
tt0067866,nm0423526,Hijo
tt0067866,nm0423526,Topo's son
tt0067866,nm0499191,Moribundo
tt0067866,nm0000778,Bandido 1
tt0067866,nm0273305,Bandido 2
tt0067866,nm0432458,Bandido 3
tt0067866,nm0148385,Bandido 4
tt0067866,nm0056911,Bandido 5
tt0067866,nm1035031,Bandido 6
tt0067866,nm0327846,Bandido 7
tt0067893,nm0852510,The Driver
tt0067893,nm0643105,G.T.O
tt0067893,nm0933287,The Mechanic
tt0067893,nm0236880,Needles Station Attendant
tt0067893,nm0751935,Needles Station Mechanic
tt0067893,nm0943382,Hot Rod Driver
tt0067893,nm0445585,Texas Hitchhiker
tt0067893,nm0001765,Oklahoma Hitchhiker
tt0067927,nm0628017,Kowalski
tt0067927,nm0001476,Super Soul
tt0067927,nm0415591,Prospector
tt0067927,nm0467178,Deputy Charlie Scott
tt0067927,nm0232817,Deputy Collins
tt0067927,nm0779850,Angel
tt0067927,nm0416279,First Male Hitchhiker
tt0067959,nm0347858,Black Boy
tt0067959,nm0736312,White Boy
tt0067959,nm0576851,Father
tt0067959,nm0567460,Man
tt0067959,nm0142575,No Hoper
tt0067959,nm0407813,Girl's Husband
tt0067959,nm0232685,Australian Scientist
tt0067992,nm0000698,Willy Wonka
tt0067992,nm0016776,Grandpa Joe
tt0067992,nm0652578,Charlie Bucket
tt0067992,nm0455702,Mr. Salt
tt0067992,nm0832007,Mr. Beauregarde
tt0067992,nm0002398,Mike Teevee
tt0068154,nm0001352,Trinità
tt0068154,nm0817881,Bambino
tt0068154,nm0850254,"Mitch, Sheriff"
tt0068154,nm0001013,The Father
tt0068154,nm0209898,Prior
tt0068154,nm0217467,Parker
tt0068154,nm0276417,Perla's Father
tt0068182,nm0001428,Don Lope de Aguirre
tt0068182,nm0346087,Don Pedro de Ursúa
tt0068182,nm0215683,Brother Gaspar de Carvajal
tt0068182,nm0075655,Don Fernando de Guzmán
tt0068182,nm0011937,Perucho
tt0068182,nm0738031,Okello
tt0068182,nm0972952,\N
tt0068182,nm0688836,Armando
tt0068240,nm0000493,"Wendell Armbruster, Jr."
tt0068240,nm0720890,Carlo Carlucci
tt0068240,nm0028647,J.J. Blodgett
tt0068240,nm0056593,Bruno
tt0068240,nm0013310,Arnoldo Trotta
tt0068240,nm0290628,Mattarazzo
tt0068240,nm0009552,Armando Trotta
tt0068240,nm0609550,Passport Officer
tt0068309,nm0001016,Big Bill Shelly
tt0068309,nm0697587,Rake Brown
tt0068309,nm0143378,Von Morton
tt0068309,nm0001017,H. Buckram Sartoris
tt0068309,nm0034519,McIver #1
tt0068309,nm0652356,McIver #2
tt0068309,nm0695459,Emeric Pressburger
tt0068309,nm0390933,M. Powell
tt0068309,nm0636140,Harvey Hall
tt0068327,nm0001868,Brian Roberts
tt0068327,nm0340926,Maximilian von Heune
tt0068327,nm0001297,Master of Ceremonies
tt0068327,nm0921202,Fritz Wendel
tt0068327,nm0895278,Bobby
tt0068334,nm0000602,Bill McKay
tt0068334,nm0001967,Marvin Lucas
tt0068334,nm0002048,John J. McKay
tt0068334,nm0692093,Senator Crocker Jarmon
tt0068334,nm0307255,Klein
tt0068334,nm0714793,Rick Jenkin
tt0068334,nm0881518,Wally Henderson
tt0068334,nm0503627,Paul Corliss
tt0068334,nm0864851,Floyd J. Starkey
tt0068361,nm0721073,Don Rafael Acosta
tt0068361,nm0291289,François Thévenot
tt0068361,nm0144045,Henri Sénéchal
tt0068361,nm0077921,Monsignor Dufour
tt0068361,nm0686263,Colonel
tt0068408,nm0001522,Caesar
tt0068408,nm0614916,Governor Breck
tt0068408,nm0001544,Armando
tt0068408,nm0722440,MacDonald
tt0068408,nm0201089,Kolp
tt0068408,nm0905998,Busboy
tt0068408,nm0709907,Commission Chairman
tt0068408,nm0943894,Hoskyns
tt0068421,nm0000078,Wil Andersen
tt0068421,nm0001975,Jebediah Nightlinger
tt0068421,nm0001136,Long Hair
tt0068421,nm0001136,Asa Watts
tt0068421,nm0054809,Fats - Cowboy
tt0068421,nm0064742,Dan - Cowboy
tt0068421,nm0070815,Steve - Cowboy
tt0068421,nm0001019,Slim Honeycutt - Cowboy
tt0068421,nm0397917,Weedy - Cowboy
tt0068421,nm0399729,Charlie Schwartz - Cowboy
tt0068473,nm0000685,Ed
tt0068473,nm0000608,Lewis
tt0068473,nm0000885,Bobby
tt0068473,nm0001074,Drew
tt0068473,nm0708200,Old Man
tt0068473,nm0714681,Lonnie
tt0068473,nm0322005,First Griner
tt0068473,nm0212655,Second Griner
tt0068473,nm0571853,Mountain Man
tt0068473,nm0184662,Toothless Man
tt0068519,nm0503095,Evgeniy Ivanovich Troshkin
tt0068519,nm0503095,«Dotsent» San Sanych Belyy
tt0068519,nm0900120,Khmyr (Gavrila Sheremetyev)
tt0068519,nm0469434,Kosoy (Fyodor Ermakov)
tt0068519,nm0613638,Vasya (Vasiliy Alibabayevich)
tt0068519,nm0307435,Nikolay Grigoryevich Maltsev - professor
tt0068519,nm0648243,Verchenko - polkovnik militsii
tt0068519,nm0660311,Shakmatist
tt0068519,nm0795328,Prokhorov - garderobshchik
tt0068555,nm0000095,Victor
tt0068555,nm0000095,Fabrizio
tt0068555,nm0000095,The Fool
tt0068555,nm0000698,Doctor Ross
tt0068555,nm0001017,Doctor Bernardo
tt0068555,nm0414279,Sam
tt0068555,nm0703033,The King
tt0068555,nm0709704,The Operator
tt0068555,nm0000608,Switchboard
tt0068555,nm0058024,Jack Barry
tt0068611,nm0277424,Richard Blaney
tt0068611,nm0287687,Robert Rusk
tt0068611,nm0566680,Chief Inspector Tim Oxford
tt0068611,nm0842578,Johnny Porter
tt0068611,nm0187754,Felix Forsythe
tt0068611,nm0060988,Sergeant Spearman
tt0068612,nm0385830,Fritz the Cat
tt0068612,nm0567315,Blue
tt0068612,nm0567315,John
tt0068612,nm0567315,Additional Voices
tt0068612,nm0786183,Pig Cop #2
tt0068612,nm0000835,Narrator
tt0068612,nm0000835,Narrator
tt0068612,nm0000835,Pig Cop #1
tt0068612,nm0000835,Pig Cop #1
tt0068612,nm2685634,Bar Patron
tt0068612,nm2685634,Bar Patron
tt0068612,nm2685634,Duke the Crow
tt0068612,nm2685634,Duke the Crow
tt0068638,nm0000537,Doc McCoy
tt0068638,nm0424565,Jack Beynon
tt0068638,nm0504803,Rudy Butler
tt0068638,nm0001620,Cowboy
tt0068638,nm0109175,The Thief
tt0068638,nm0230284,Harold Clinton
tt0068638,nm0852305,Laughlin
tt0068638,nm0005019,Frank Jackson
tt0068646,nm0000008,Don Vito Corleone
tt0068646,nm0000199,Michael Corleone
tt0068646,nm0001001,Sonny Corleone
tt0068646,nm0144710,Clemenza
tt0068646,nm0000380,Tom Hagen
tt0068646,nm0001330,Capt. McCluskey
tt0068646,nm0549134,Jack Woltz
tt0068646,nm0002017,Barzini
tt0068646,nm0504803,Sollozzo
tt0068699,nm0000142,The Stranger
tt0068699,nm0752751,Dave Drake
tt0068699,nm0319978,Morgan Allen
tt0068699,nm0317369,Mayor Jason Hobart
tt0068699,nm0366894,Lewis Belding
tt0068699,nm0193260,Mordecai
tt0068699,nm0507212,Stacey Bridges
tt0068699,nm0908198,Bill Borders
tt0068713,nm0000489,Prof. Sir Alexander Saxton
tt0068713,nm0001088,Doctor Wells
tt0068713,nm0210274,Father Pujardov
tt0068713,nm0001699,Capt. Kazan
tt0068713,nm0671559,Inspector Mirov
tt0068713,nm0726546,Count Maryan Petrovski
tt0068713,nm0694817,Yevtuchenko
tt0068713,nm0411486,Maletero - Baggage Man
tt0068762,nm0000602,Jeremiah Johnson
tt0068762,nm0002095,Bear Claw
tt0068762,nm0016365,Caleb
tt0068762,nm0555146,Paints His Shirt Red
tt0068762,nm0317369,Del Gue
tt0068762,nm0029409,Chief Two-Tongues Lebeaux
tt0068762,nm0070801,Reverend Lindquist
tt0068762,nm0879006,Robidoux
tt0068767,nm0000045,Chen Zhen
tt0068767,nm0862875,Fan Chun-hsia
tt0068767,nm0048871,Petrov
tt0068767,nm0155223,Chao
tt0068767,nm0157780,Tung
tt0068767,nm0157300,Feng Kwai-sher
tt0068767,nm0368041,Hiroshi Suzuki
tt0068767,nm0441547,Suzuki's bodyguard
tt0068768,nm0000142,Joe Kidd
tt0068768,nm0000380,Frank Harlan
tt0068768,nm0768334,Luis Chama
tt0068768,nm0835144,Lamarr
tt0068768,nm0906535,Mingo
tt0068768,nm0467178,Roy
tt0068768,nm0906966,Mitchell
tt0068768,nm0887694,Hotel Manager
tt0068833,nm0381450,Krug Stillo
tt0068833,nm0511107,Fred 'Weasel' Podowski
tt0068833,nm0790820,Junior Stillo
tt0068833,nm0820577,Dr. John Collingwood
tt0068833,nm0030159,Sheriff
tt0068931,nm0000314,Arthur Bishop
tt0068931,nm0001821,Steve McKenna
tt0068931,nm0943978,Harry McKenna
tt0068931,nm0215308,The Man
tt0068931,nm0203358,Intern
tt0068931,nm0189016,Policeman
tt0068931,nm0181693,Messenger
tt0068931,nm0473568,Yamoto
tt0068935,nm0000045,Tang Lung
tt0068935,nm0001569,Colt
tt0068935,nm0683793,Ho
tt0068935,nm0398974,'Uncle' Wang
tt0068935,nm0908378,Bob
tt0068935,nm0923554,Japanese Fighter
tt0068935,nm0862477,Ah Quen
tt0068935,nm0490492,Tony
tt0068935,nm0151137,Jimmy
tt0069089,nm0001145,Divine
tt0069089,nm0001145,Babs Johnson
tt0069089,nm0516634,Raymond Marble
tt0069089,nm0589953,Crackers
tt0069089,nm0932902,Channing
tt0069089,nm0842622,The Egg Man
tt0069097,nm0000095,Allan
tt0069097,nm0731634,Dick
tt0069097,nm0480379,Bogart
tt0069113,nm0000432,Reverend Scott
tt0069113,nm0000308,Rogo
tt0069113,nm0000999,Martin
tt0069113,nm0001522,Acres
tt0069113,nm0016776,Manny Rosen
tt0069113,nm0640023,Chaplain
tt0069191,nm0327436,"Fellini, Age 18"
tt0069191,nm0537962,Guide in the Catacombs
tt0069191,nm0320533,Cardinal Ottaviani
tt0069191,nm0768626,Music Hall Compere
tt0069280,nm0755310,Billy Pilgrim
tt0069280,nm0500038,Paul Lazzaro
tt0069280,nm0733929,Edgar Derby
tt0069280,nm0455133,Robert Pilgrim
tt0069280,nm0176723,Roland Weary
tt0069280,nm0496428,German Leader
tt0069280,nm0068798,Young German Guard
tt0069281,nm0000059,Andrew Wyke
tt0069281,nm0000323,Milo Tindle
tt0069281,nm0000323,Inspector Doppler
tt0069281,nm0147250,Inspector Doppler
tt0069281,nm0560064,Detective Sergeant Tarrant
tt0069281,nm0553117,Police Constable Higgs
tt0069293,nm0052023,"Kris Kelvin, psikholog"
tt0069293,nm0433525,"Doktor Snaut, kibernetik"
tt0069293,nm0245367,"Anri Berton, pilot"
tt0069293,nm0342458,"Nik Kelvin, otets Krisa Kelvina"
tt0069293,nm0813463,"Doktor Sartorius, astrobiolog"
tt0069293,nm0449256,Syn Anri Bertona
tt0069341,nm0001088,"Grimsdyke (segment \""Poetic Justice\"")"
tt0069341,nm0724732,The Crypt Keeper
tt0069341,nm0001933,Guide
tt0069341,nm0090796,"Husband (segment \""And All Through the House\"")"
tt0069341,nm0532301,"Maniac (segment \""And All Through the House\"")"
tt0069341,nm0376915,"Carl Maitland (segment \""Reflection of Death\"")"
tt0069467,nm0252244,Isak
tt0069467,nm0252244,priest
tt0069467,nm0430746,David
tt0069467,nm0430746,doctor
tt0069467,nm0605786,Joakim
tt0069467,nm0959813,Fredrik
tt0069467,nm0000005,Narrator
tt0069467,nm0000005,Narrator
tt0069495,nm0641939,Howard Bannister
tt0069495,nm0550318,Hugh Simon
tt0069495,nm0671721,Frederick Larrabee
tt0069495,nm0614526,Mr. Smith
tt0069495,nm0744981,Mr. Jones
tt0069495,nm0095368,Harry
tt0069495,nm0317369,Fritz
tt0069687,nm0901057,Philip Winter
tt0069687,nm0091202,Publisher
tt0069687,nm0696351,Car Dealer
