tconst,year,primaryTitle,originalTitle,runtimeMinutes,genres,averageRating
tt0465502,2008,Igor,Igor,87,"Animation,Comedy,Family",6.0
tt1308728,2018,The Happytime Murders,The Happytime Murders,91,"Action,Comedy,Crime",5.4
tt1905040,2013,Devil's Pass,The Dyatlov Pass Incident,100,"Horror,Mystery,Thriller",5.7
tt2231554,2012,Grave Encounters 2,Grave Encounters 2,95,Horror,5.1
tt0484740,2007,Love in the Time of Cholera,Love in the Time of Cholera,139,"Drama,Romance",6.4
tt0089841,1985,Prizzi's Honor,Prizzi's Honor,130,"Comedy,Crime,Drama",6.7
tt8361028,2018,Cam,Cam,94,"Horror,Mystery,Thriller",5.9
tt1826590,2014,About Last Night,About Last Night,100,"Comedy,Romance",6.1
tt0088889,1985,Cat's Eye,Cat's Eye,94,"Comedy,Horror,Thriller",6.3
tt1014775,2008,Beverly Hills Chihuahua,Beverly Hills Chihuahua,91,"Adventure,Comedy,Drama",3.8
tt0087909,1985,Phenomena,Phenomena,116,"Horror,Mystery",6.8
tt0480271,2006,Van Wilder 2: The Rise of Taj,Van Wilder 2: The Rise of Taj,97,"Comedy,Romance",4.9
tt0790604,2006,Deck the Halls,Deck the Halls,93,"Comedy,Family",5.0
tt0225071,2001,Angel Eyes,Angel Eyes,102,"Drama,Romance",5.6
tt3297330,2014,Good Kill,Good Kill,102,"Drama,Thriller,War",6.4
tt7137380,2018,Destroyer,Destroyer,121,"Action,Crime,Drama",6.2
tt0091670,1986,The Sacrifice,Offret,149,Drama,8.1
tt0058450,1964,The Umbrellas of Cherbourg,Les parapluies de Cherbourg,91,"Drama,Musical,Romance",7.8
tt0900387,2014,Suite Française,Suite Française,107,"Drama,Romance,War",7.0
tt2855648,2013,Madras Cafe,Madras Cafe,130,"Action,Drama,Thriller",7.7
tt0418773,2005,Junebug,Junebug,106,"Comedy,Drama",6.9
tt2424988,2015,Gabbar is Back,Gabbar is Back,128,Action,7.1
tt0252028,2004,Surviving Christmas,Surviving Christmas,91,"Comedy,Romance",5.4
tt6108178,2017,Disobedience,Disobedience,114,"Drama,Romance",6.6
tt0102558,1991,Nothing But Trouble,Nothing But Trouble,94,Comedy,5.1
tt0412922,2005,Little Manhattan,Little Manhattan,84,"Comedy,Family,Romance",7.5
tt0831884,2007,Reservation Road,Reservation Road,102,"Crime,Drama,Thriller",6.7
tt3623726,2015,Ricki and the Flash,Ricki and the Flash,101,"Comedy,Drama,Music",5.9
tt1798603,2016,Bad Santa 2,Bad Santa 2,92,"Comedy,Crime,Drama",5.6
tt1621039,2013,Free Birds,Free Birds,91,"Adventure,Animation,Comedy",5.9
tt0388182,2007,King of California,King of California,93,"Comedy,Drama",6.6
tt0342735,2005,Manderlay,Manderlay,139,Drama,7.3
tt0469263,2006,The Astronaut Farmer,The Astronaut Farmer,104,"Adventure,Drama,Sci-Fi",6.3
tt0449061,2005,London,London,92,"Drama,Romance",6.5
tt0111333,1994,The Swan Princess,The Swan Princess,90,"Animation,Comedy,Family",6.4
tt0099699,1990,Green Card,Green Card,107,"Comedy,Drama,Romance",6.2
tt0107497,1993,Malice,Malice,107,"Crime,Mystery,Thriller",6.4
tt0067959,1971,Walkabout,Walkabout,100,"Adventure,Drama",7.6
tt7098658,2018,Raazi,Raazi,138,"Action,Drama,Thriller",7.8
tt0110200,1994,Fist of Legend,Jing wu ying xiong,103,"Action,Drama,Thriller",7.5
tt0038890,1945,"Rome, Open City",Roma città aperta,103,"Drama,Thriller,War",8.1
tt1194263,2009,Get Low,Get Low,103,"Drama,Mystery",7.0
tt0098966,1990,Three Men and a Little Lady,3 Men and a Little Lady,104,"Comedy,Drama,Family",5.4
tt0443456,2006,Breaking and Entering,Breaking and Entering,120,"Crime,Drama,Romance",6.5
tt2300975,2014,Jessabelle,Jessabelle,90,"Drama,Horror,Mystery",5.4
tt0439289,2006,Running with Scissors,Running with Scissors,116,"Comedy,Drama",6.2
tt6148156,2017,Vikram Vedha,Vikram Vedha,147,"Action,Crime,Thriller",8.7
tt0051744,1959,House on Haunted Hill,House on Haunted Hill,75,"Horror,Mystery",6.9
tt0760311,2007,He Was a Quiet Man,He Was a Quiet Man,95,"Drama,Romance,Thriller",6.8
tt2832470,2014,Dead Snow 2: Red vs. Dead,Død snø 2,100,"Action,Comedy,Horror",6.9
tt0051418,1958,The Blob,The Blob,86,"Horror,Sci-Fi",6.4
tt0295427,2002,The Master of Disguise,The Master of Disguise,80,"Adventure,Comedy,Family",3.3
tt1810683,2015,Little Boy,Little Boy,106,"Drama,History,War",7.4
tt5895028,2016,13th,13th,100,"Crime,Documentary,News",8.2
tt1564349,2011,Dolphin Tale,Dolphin Tale,113,"Drama,Family",6.9
tt5165344,2016,Rustom,Rustom,148,"Crime,Drama,Thriller",7.1
tt0278500,2002,The Importance of Being Earnest,The Importance of Being Earnest,97,"Comedy,Drama,Romance",6.8
tt0107665,1993,Needful Things,Needful Things,120,"Crime,Drama,Fantasy",6.3
tt0057091,1963,The Leopard,Il gattopardo,186,"Drama,History",8.0
tt0104850,1992,Memoirs of an Invisible Man,Memoirs of an Invisible Man,99,"Comedy,Romance,Sci-Fi",6.0
tt1559549,2010,Restrepo,Restrepo,93,"Documentary,War",7.5
tt0038991,1946,The Stranger,The Stranger,95,"Crime,Drama,Film-Noir",7.4
tt0099334,1990,Cyrano de Bergerac,Cyrano de Bergerac,137,"Comedy,Drama,History",7.5
tt0974554,2008,Elegy,Elegy,112,"Drama,Romance",6.7
tt8236336,2019,The Report,The Report,119,"Biography,Crime,Drama",7.2
tt6987770,2018,Destination Wedding,Destination Wedding,87,"Comedy,Drama,Romance",6.0
tt0323033,2004,Laws of Attraction,Laws of Attraction,90,"Comedy,Romance",5.9
tt0164212,2000,Under Suspicion,Under Suspicion,110,"Crime,Drama,Thriller",6.5
tt0058898,1965,Alphaville,"Alphaville, une étrange aventure de Lemmy Caution",99,"Drama,Mystery,Sci-Fi",7.2
tt0109579,1994,Death and the Maiden,Death and the Maiden,103,"Drama,Mystery,Thriller",7.3
tt0420087,2006,A Prairie Home Companion,A Prairie Home Companion,105,"Comedy,Drama,Music",6.7
tt1821593,2011,Bullhead,Rundskop,129,"Crime,Drama",7.4
tt0110725,1994,On Deadly Ground,On Deadly Ground,101,"Action,Adventure,Thriller",4.6
tt3148502,2015,Tamasha,Tamasha,139,"Comedy,Drama,Romance",7.3
tt1702014,2014,The Way He Looks,Hoje Eu Quero Voltar Sozinho,96,"Drama,Romance",7.9
tt0118531,1997,One Eight Seven,One Eight Seven,119,"Drama,Thriller",6.7
tt0063688,1968,The Thomas Crown Affair,The Thomas Crown Affair,102,"Crime,Drama,Romance",7.0
tt0775539,2007,Stomp the Yard,Stomp the Yard,109,"Drama,Music,Romance",5.4
tt0104452,1992,HouseSitter,HouseSitter,102,"Comedy,Romance",6.1
tt0076538,1977,Pete's Dragon,Pete's Dragon,128,"Adventure,Animation,Comedy",6.4
tt1263750,2010,Room in Rome,Habitación en Roma,107,"Drama,Romance",6.1
tt0114594,1994,Swimming with Sharks,Swimming with Sharks,93,"Comedy,Crime",7.1
tt1517489,2011,Spy Kids 4-D: All the Time in the World,Spy Kids 4: All the Time in the World,89,"Action,Adventure,Comedy",3.5
tt0291350,2001,Millennium Actress,Sennen joyû,87,"Animation,Drama,Fantasy",7.9
tt1767382,2011,Silent House,Silent House,86,"Drama,Horror,Mystery",5.2
tt0477095,2006,Starter for 10,Starter for 10,92,"Comedy,Drama,Romance",6.7
tt5607714,2017,On Body and Soul,Teströl és lélekröl,116,"Drama,Fantasy,Mystery",7.6
tt0045274,1952,Umberto D.,Umberto D.,89,Drama,8.2
tt0073631,1975,Rollerball,Rollerball,125,"Action,Sci-Fi,Sport",6.6
tt3503406,2016,The Whole Truth,The Whole Truth,93,"Crime,Drama,Mystery",6.2
tt0105327,1992,School Ties,School Ties,106,Drama,6.9
tt0074084,1976,1900,Novecento,317,"Drama,History",7.7
tt0037913,1945,Mildred Pierce,Mildred Pierce,111,"Crime,Drama,Film-Noir",8.0
tt0078875,1979,The Tin Drum,Die Blechtrommel,142,"Drama,War",7.5
tt1959332,2012,American Mary,American Mary,103,"Drama,Horror",6.3
tt0351817,2002,The Twilight Samurai,Tasogare Seibei,129,"Drama,History,Romance",8.1
tt1849718,2012,Agneepath,Agneepath,174,"Action,Drama",6.9
tt0486051,2007,Wind Chill,Wind Chill,91,"Drama,Horror,Thriller",5.8
tt0433412,2006,Material Girls,Material Girls,98,"Comedy,Family,Romance",4.0
tt0057869,1964,Band of Outsiders,Bande à part,95,"Comedy,Crime,Drama",7.8
tt0884224,2008,"War, Inc.","War, Inc.",107,"Action,Comedy,Thriller",5.6
tt0109555,1993,Darr,Darr,178,"Drama,Romance,Thriller",7.8
tt0120176,1997,The Spanish Prisoner,The Spanish Prisoner,110,"Drama,Mystery,Thriller",7.2
tt0403217,2005,Last Days,Last Days,97,"Drama,Music",5.8
tt0311519,2002,The Man Without a Past,Mies vailla menneisyyttä,97,"Comedy,Drama,Romance",7.7
tt0092796,1987,Creepshow 2,Creepshow 2,92,"Comedy,Fantasy,Horror",6.1
tt0055499,1961,Through a Glass Darkly,Såsom i en spegel,90,Drama,8.1
tt0892767,2009,Horsemen,Horsemen,90,"Crime,Drama,Mystery",5.6
tt4900716,2016,Kapoor & Sons,Kapoor & Sons,132,"Comedy,Drama,Romance",7.7
tt0070903,1973,The Way We Were,The Way We Were,118,"Drama,Romance",7.1
tt0075213,1976,The Shootist,The Shootist,100,"Drama,Romance,Western",7.6
tt2243389,2013,I'm So Excited!,Los amantes pasajeros,90,Comedy,5.6
tt0118589,2001,Glitter,Glitter,104,"Drama,Music,Romance",2.2
tt0231775,2001,Down to Earth,Down to Earth,87,"Comedy,Fantasy",5.5
tt0035015,1942,The Magnificent Ambersons,The Magnificent Ambersons,88,"Drama,Romance",7.7
tt7214762,2017,Jim & Andy: The Great Beyond,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",94,Documentary,7.7
tt0096071,1988,The Serpent and the Rainbow,The Serpent and the Rainbow,98,"Fantasy,Horror",6.5
tt0072288,1974,Thunderbolt and Lightfoot,Thunderbolt and Lightfoot,115,"Comedy,Crime,Drama",7.1
tt1729637,2011,Bodyguard,Bodyguard,130,"Action,Comedy,Romance",4.6
tt4273292,2016,Under the Shadow,Under the Shadow,84,"Drama,Horror,Thriller",6.9
tt0065528,1970,Catch-22,Catch-22,122,"Comedy,Drama,War",7.2
tt0222851,2000,Brother,Brother,114,"Crime,Drama,Thriller",7.2
tt0089489,1985,Lifeforce,Lifeforce,101,"Action,Horror,Mystery",6.1
tt0069945,1974,Dark Star,Dark Star,83,"Comedy,Sci-Fi",6.3
tt0120620,1999,Brokedown Palace,Brokedown Palace,100,"Drama,Mystery,Thriller",6.5
tt6195094,2018,Incident in a Ghostland,Ghostland,91,"Drama,Horror,Mystery",6.4
tt1095174,2009,New in Town,New in Town,97,"Comedy,Romance",5.6
tt0038574,1946,Great Expectations,Great Expectations,118,"Adventure,Drama,Mystery",7.8
tt5635086,2017,God's Own Country,God's Own Country,104,"Drama,Romance",7.7
tt3704050,2015,Remember,Remember,94,"Drama,Mystery,Thriller",7.5
tt0199626,2003,In the Cut,In the Cut,119,"Mystery,Thriller",5.3
tt0063850,1968,If....,If....,111,"Crime,Drama",7.5
tt0363282,2004,New York Minute,New York Minute,91,"Comedy,Crime,Family",4.9
tt0466460,2006,Khosla Ka Ghosla!,Khosla Ka Ghosla!,135,"Comedy,Crime,Drama",8.3
tt0236348,2001,Josie and the Pussycats,Josie and the Pussycats,98,"Comedy,Music",5.4
tt0070290,1973,The Last Detail,The Last Detail,104,"Comedy,Drama",7.5
tt0069089,1972,Pink Flamingos,Pink Flamingos,93,"Comedy,Crime",6.1
tt0964587,2007,St. Trinian's,St. Trinian's,101,"Comedy,Family",5.8
tt0367085,2004,Soul Plane,Soul Plane,86,Comedy,4.5
tt0097322,1989,The Fabulous Baker Boys,The Fabulous Baker Boys,114,"Comedy,Drama,Music",6.8
tt1014762,2009,Home,Home,92,"Documentary,Drama,Family",8.6
tt1714208,2011,The Woman,The Woman,101,Horror,6.0
tt0491747,2006,Away from Her,Away from Her,110,Drama,7.5
tt0271263,2002,Eight Crazy Nights,Eight Crazy Nights,76,"Animation,Comedy,Musical",5.4
tt2218003,2013,Closed Circuit,Closed Circuit,96,"Crime,Drama,Mystery",6.2
tt0019760,1929,Man with a Movie Camera,Chelovek s kino-apparatom,68,"Documentary,Music",8.4
tt2309961,2013,Afflicted,Afflicted,85,"Horror,Mystery,Thriller",6.3
tt6133130,2017,Professor Marston & the Wonder Women,Professor Marston and the Wonder Women,108,"Biography,Drama",7.1
tt0178737,1999,Mansfield Park,Mansfield Park,112,"Comedy,Drama,Romance",7.1
tt3014284,2017,The Lego Ninjago Movie,The Lego Ninjago Movie,101,"Action,Adventure,Animation",6.0
tt0107711,1993,Nowhere to Run,Nowhere to Run,94,"Action,Drama,Romance",5.7
tt0411705,2004,9 Songs,9 Songs,71,"Drama,Music,Romance",4.8
tt0091083,1986,From Beyond,From Beyond,85,"Horror,Sci-Fi",6.7
tt0099165,1990,The Bonfire of the Vanities,The Bonfire of the Vanities,125,"Comedy,Drama,Romance",5.6
tt0098625,1989,We're No Angels,We're No Angels,106,"Comedy,Crime",6.1
tt6018306,2017,Last Flag Flying,Last Flag Flying,125,"Comedy,Drama,War",6.9
tt1780798,2014,Clown,Clown,100,"Drama,Fantasy,Horror",5.7
tt2905838,2014,Bang Bang,Bang Bang,153,"Action,Adventure,Comedy",5.5
tt0160916,1999,The Story of Us,The Story of Us,95,"Comedy,Drama,Romance",6.0
tt0326905,2005,The Great Raid,The Great Raid,132,"Action,Drama,War",6.7
tt4635372,2015,Masaan,Masaan,109,Drama,8.1
tt0335563,2003,Wonderland,Wonderland,104,"Crime,Drama,Mystery",6.6
tt0098141,1989,The Punisher,The Punisher,89,"Action,Crime,Drama",5.7
tt0117608,1996,Sgt. Bilko,Sgt. Bilko,93,Comedy,5.9
tt0365885,2005,The Upside of Anger,The Upside of Anger,118,"Comedy,Drama",6.8
tt0078902,1979,Breaking Away,Breaking Away,101,"Comedy,Drama,Romance",7.7
tt0499375,2007,Guru,Guru,166,"Biography,Drama",7.7
tt0055601,1961,Viridiana,Viridiana,90,"Comedy,Drama",8.2
tt1829012,2012,Passion,Passion,102,"Drama,Mystery,Thriller",5.3
tt0067411,1971,McCabe & Mrs. Miller,McCabe & Mrs. Miller,120,"Drama,Western",7.7
tt0076009,1977,Exorcist II: The Heretic,Exorcist II: The Heretic,117,Horror,3.8
tt0099726,1990,Hamlet,Hamlet,135,Drama,6.7
tt0114825,1995,Vampire in Brooklyn,Vampire in Brooklyn,100,"Comedy,Fantasy,Horror",4.6
tt0377752,2004,Dear Frankie,Dear Frankie,105,"Drama,Romance",7.7
tt0110008,1994,Pom Poko,Heisei tanuki gassen ponpoko,119,"Animation,Comedy,Drama",7.3
tt1071804,2009,Ink,Ink,107,"Action,Drama,Fantasy",6.9
tt1715336,2013,Anna,Anna,99,"Drama,Mystery,Sci-Fi",6.5
tt0785006,2009,Hotel for Dogs,Hotel for Dogs,100,"Comedy,Family",5.4
tt0104427,1992,Hoffa,Hoffa,140,"Biography,Crime,Drama",6.6
tt0164961,2001,Vidocq,Vidocq,98,"Action,Crime,Fantasy",6.5
tt1023500,2009,Doghouse,Doghouse,89,"Comedy,Horror,Sci-Fi",6.0
tt0437857,2006,Behind the Mask: The Rise of Leslie Vernon,Behind the Mask: The Rise of Leslie Vernon,92,"Comedy,Horror,Thriller",6.7
tt0104561,1992,Jo Jeeta Wohi Sikandar,Jo Jeeta Wohi Sikandar,174,"Comedy,Drama,Romance",8.2
tt0076578,1977,Pumping Iron,Pumping Iron,86,"Documentary,Sport",7.4
tt0096257,1988,The Thin Blue Line,The Thin Blue Line,101,"Crime,Documentary,Drama",8.0
tt0837106,2007,Arn: The Knight Templar,Arn: Tempelriddaren,139,"Action,Drama,Romance",6.6
tt2639336,2018,Greta,Greta,98,"Drama,Mystery,Thriller",6.0
tt0120265,1997,Taste of Cherry,Ta'm e guilass,95,Drama,7.7
tt1928340,2013,After the Dark,After the Dark,107,"Drama,Fantasy,Sci-Fi",5.7
tt0082934,1981,The Postman Always Rings Twice,The Postman Always Rings Twice,122,"Crime,Drama,Romance",6.6
tt2023453,2012,Diary of a Wimpy Kid: Dog Days,Diary of a Wimpy Kid: Dog Days,94,"Comedy,Family",6.3
tt1740047,2010,The Trip,The Trip,112,"Comedy,Drama",7.0
tt0172396,1999,The End of the Affair,The End of the Affair,102,"Drama,Romance",7.1
tt0067309,1971,Klute,Klute,114,"Crime,Mystery,Thriller",7.1
tt2717860,2014,The Riot Club,The Riot Club,107,"Drama,Thriller",6.0
tt1449283,2011,Winnie the Pooh,Winnie the Pooh,63,"Adventure,Animation,Comedy",7.2
tt0097368,1989,The Fly II,The Fly II,105,"Drama,Horror,Sci-Fi",5.0
tt0086022,1983,Nostalgia,Nostalghia,125,Drama,8.1
tt0118845,1997,Happy Together,Chun gwong cha sit,96,"Drama,Romance",7.8
tt0428870,2004,A Moment to Remember,Nae meorisokui jiwoogae,117,"Drama,Romance",8.2
tt0048473,1955,Pather Panchali,Pather Panchali,125,Drama,8.6
tt0102614,1991,Out for Justice,Out for Justice,91,"Action,Crime,Drama",6.1
tt0158622,2000,The Flintstones in Viva Rock Vegas,The Flintstones in Viva Rock Vegas,90,"Comedy,Family,Romance",3.6
tt0283084,2002,Tuck Everlasting,Tuck Everlasting,90,"Drama,Family,Fantasy",6.6
tt0082176,1981,Christiane F.,Christiane F. - Wir Kinder vom Bahnhof Zoo,138,"Biography,Drama",7.6
tt0331468,2003,Cold Creek Manor,Cold Creek Manor,118,"Drama,Mystery,Thriller",5.0
tt0489282,2008,Strange Wilderness,Strange Wilderness,87,"Adventure,Comedy",5.3
tt0118158,1996,White Squall,White Squall,129,"Adventure,Drama",6.6
tt0252488,1976,The Chaos Class Failed the Class,Hababam Sinifi Sinifta Kaldi,91,Comedy,9.0
tt0086969,1984,Birdy,Birdy,120,"Drama,War",7.3
tt0106881,1993,Fearless,Fearless,122,"Drama,Thriller",7.1
tt0104839,1992,Medicine Man,Medicine Man,106,"Adventure,Drama,Romance",6.0
tt0926762,2008,Loft,Loft,118,"Crime,Drama,Mystery",7.3
tt4899370,2017,Megan Leavey,Megan Leavey,116,"Biography,Drama,War",7.1
tt0361620,2004,First Daughter,First Daughter,106,"Comedy,Drama,Romance",5.0
tt3678782,2015,City of Revenge,Badlapur,134,"Action,Crime,Drama",7.4
tt0080365,1980,American Gigolo,American Gigolo,117,"Crime,Drama,Mystery",6.2
tt0768212,2007,The Last Mimzy,The Last Mimzy,90,"Drama,Family,Sci-Fi",6.2
tt0104412,1992,Hero,Hero,119,"Comedy,Drama,Romance",6.5
tt1151922,2009,Miss March,Miss March,90,"Comedy,Romance",5.0
tt0038762,1946,My Darling Clementine,My Darling Clementine,97,"Biography,Drama,Western",7.8
tt5982852,2017,Jolly LLB 2,Jolly LLB 2,137,"Comedy,Drama",7.2
tt1129423,2008,Fireproof,Fireproof,122,"Drama,Fantasy,Romance",6.5
tt0241025,2004,Vanity Fair,Vanity Fair,141,Drama,6.2
tt0432402,2006,Factory Girl,Factory Girl,90,"Biography,Drama",6.5
tt7681902,2018,Won't You Be My Neighbor?,Won't You Be My Neighbor?,95,"Biography,Documentary",8.4
tt6673612,2020,Dolittle,Dolittle,101,"Adventure,Comedy,Family",5.5
tt0263438,1998,Everything's Gonna Be Great,Her Sey Çok Güzel Olacak,107,"Comedy,Drama",8.1
tt2398249,2014,They Came Together,They Came Together,83,"Comedy,Romance",5.5
tt0276816,2002,Below,Below,105,"Action,Horror,Mystery",6.1
tt5639354,2017,A Fantastic Woman,Una mujer fantástica,104,Drama,7.2
tt1305591,2011,Mars Needs Moms,Mars Needs Moms,88,"Action,Adventure,Animation",5.4
tt0214388,2000,100 Girls,100 Girls,94,"Comedy,Romance",5.8
tt0318761,2005,Thumbsucker,Thumbsucker,96,"Comedy,Drama",6.6
tt0047472,1954,Seven Brides for Seven Brothers,Seven Brides for Seven Brothers,102,"Comedy,Drama,Musical",7.4
tt0120753,2000,The Million Dollar Hotel,The Million Dollar Hotel,122,"Drama,Mystery,Thriller",5.9
tt3321300,2015,MI-5,Spooks: The Greater Good,104,"Action,Drama,Thriller",6.2
tt0065531,1970,Le Cercle Rouge,Le cercle rouge,140,"Crime,Drama,Thriller",8.0
tt0114608,1995,Tales from the Crypt: Demon Knight,Tales from the Crypt: Demon Knight,92,"Action,Fantasy,Horror",6.7
tt1294970,2014,The Angriest Man in Brooklyn,The Angriest Man in Brooklyn,83,"Comedy,Drama",5.7
tt5956100,2017,Tiger Zinda Hai,Tiger Zinda Hai,161,"Action,Adventure,Thriller",6.0
tt0117110,1996,Muppet Treasure Island,Muppet Treasure Island,99,"Action,Adventure,Comedy",7.0
tt4262980,2016,Shin Godzilla,Shin Gojira,120,"Action,Adventure,Drama",6.7
tt1316037,2010,Birdemic: Shock and Terror,Birdemic: Shock and Terror,105,"Horror,Thriller",1.8
tt2515030,2014,Escobar: Paradise Lost,Escobar: Paradise Lost,120,"Crime,Drama,History",6.5
tt2085910,2012,Room 237,Room 237,102,Documentary,6.2
tt1231586,2011,A Good Old Fashioned Orgy,A Good Old Fashioned Orgy,95,"Comedy,Romance",6.1
tt0039192,1947,Black Narcissus,Black Narcissus,101,Drama,7.8
tt0116130,1996,Down Periscope,Down Periscope,92,Comedy,6.2
tt3335606,2017,Berlin Syndrome,Berlin Syndrome,116,"Drama,Horror,Mystery",6.3
tt0106912,1993,Fire in the Sky,Fire in the Sky,109,"Biography,Drama,Fantasy",6.6
tt0411195,2005,Breakfast on Pluto,Breakfast on Pluto,128,"Comedy,Drama",7.2
tt1424310,2012,Chinese Zodiac,Sap ji sang ciu,109,"Action,Adventure,Comedy",6.1
tt0942384,2007,Shelter,Shelter,97,"Drama,Romance,Sport",7.7
tt0071115,1974,Alice Doesn't Live Here Anymore,Alice Doesn't Live Here Anymore,112,"Drama,Romance",7.3
tt0081554,1980,Stardust Memories,Stardust Memories,89,"Comedy,Drama",7.3
tt1092633,2009,"The Goods: Live Hard, Sell Hard","The Goods: Live Hard, Sell Hard",89,Comedy,5.8
tt0080736,1980,The Final Countdown,The Final Countdown,103,"Action,Sci-Fi",6.7
tt0134619,1998,Disturbing Behavior,Disturbing Behavior,84,"Horror,Mystery,Sci-Fi",5.7
tt0314063,2004,Immortal,Immortel (ad vitam),103,"Action,Animation,Crime",6.0
tt2258337,2012,Eega,Eega,145,"Action,Comedy,Fantasy",7.8
tt0048356,1955,Marty,Marty,90,"Drama,Romance",7.7
tt2513074,2016,Billy Lynn's Long Halftime Walk,Billy Lynn's Long Halftime Walk,113,"Action,Drama,Sport",6.2
tt6107548,2019,Late Night,Late Night,102,"Comedy,Drama",6.5
tt0100519,1990,Rosencrantz & Guildenstern Are Dead,Rosencrantz & Guildenstern Are Dead,117,"Comedy,Drama",7.5
tt0177858,2000,In July,Im Juli,99,"Adventure,Comedy,Romance",7.7
tt0124879,1998,Simon Birch,Simon Birch,114,"Comedy,Drama,Family",6.9
tt0443559,2008,Killshot,Killshot,95,"Action,Crime,Drama",6.0
tt5116302,2019,Togo,Togo,113,"Adventure,Biography,Drama",8.1
tt0110763,1994,The Pagemaster,The Pagemaster,80,"Adventure,Animation,Comedy",6.1
tt1748197,2011,Setup,Setup,85,"Action,Crime,Drama",4.4
tt0253828,1976,Tosun Pasa,Tosun Pasa,90,"Comedy,History",9.0
tt0085970,1983,Mr. Mom,Mr. Mom,91,"Comedy,Drama",6.5
tt0057358,1963,Winter Light,Nattvardsgästerna,81,Drama,8.1
tt1468846,2016,Get a Job,Get a Job,83,Comedy,5.3
tt0048254,1955,Killer's Kiss,Killer's Kiss,67,"Crime,Drama,Film-Noir",6.7
tt0107151,1993,The House of the Spirits,The House of the Spirits,140,"Drama,Romance",6.9
tt7961060,2018,Dragon Ball Super: Broly,Doragon bôru chô: Burorî,100,"Action,Adventure,Animation",7.9
tt0361089,2005,Valiant,Valiant,76,"Adventure,Animation,Comedy",5.5
tt1935156,2013,Jodorowsky's Dune,Jodorowsky's Dune,90,Documentary,8.1
tt0203166,2000,Together,Tillsammans,106,"Comedy,Drama,Romance",7.4
tt1748207,2011,Sound of My Voice,Sound of My Voice,85,"Drama,Mystery,Sci-Fi",6.6
tt0102719,1991,Problem Child 2,Problem Child 2,90,"Comedy,Family",4.9
