tconst,year,primaryTitle,originalTitle,runtimeMinutes,genres,averageRating
tt0053619,1960,L'Avventura,L'avventura,144,"Drama,Mystery",7.9
tt1474276,2009,Summer Wars,Samâ uôzu,114,"Action,Adventure,Animation",7.5
tt1412528,2017,Table 19,Table 19,87,"Comedy,Drama,Romance",5.8
tt0068767,1972,Fist of Fury,Jing wu men,106,"Action,Drama,Romance",7.4
tt0335121,2004,Godsend,Godsend,102,"Action,Drama,Fantasy",4.8
tt0179116,1999,But I'm a Cheerleader,But I'm a Cheerleader,85,"Comedy,Drama,Romance",6.6
tt0117979,1996,The Truth About Cats & Dogs,The Truth About Cats & Dogs,97,"Comedy,Romance",6.2
tt0281373,2002,Snow Dogs,Snow Dogs,99,"Adventure,Comedy,Family",5.2
tt3722070,2015,The Lady in the Van,The Lady in the Van,104,"Biography,Comedy,Drama",6.7
tt1650043,2011,Diary of a Wimpy Kid: Rodrick Rules,Diary of a Wimpy Kid: Rodrick Rules,99,"Comedy,Family",6.5
tt0100514,1990,The Rookie,The Rookie,120,"Action,Crime,Drama",5.9
tt1379177,2009,The Disappearance of Alice Creed,The Disappearance of Alice Creed,100,"Crime,Thriller",6.7
tt0018773,1928,The Circus,The Circus,72,"Comedy,Romance",8.2
tt0079833,1979,Lupin the 3rd: Castle of Cagliostro,Rupan sansei: Kariosutoro no shiro,100,"Adventure,Animation,Family",7.7
tt0113820,1995,Mighty Morphin Power Rangers: The Movie,Mighty Morphin Power Rangers: The Movie,95,"Action,Adventure,Family",5.2
tt0099703,1990,The Grifters,The Grifters,110,"Crime,Drama,Thriller",6.9
tt5727282,2017,Borg vs. McEnroe,Borg McEnroe,107,"Biography,Drama,Sport",6.9
tt2785032,2014,The Little Death,The Little Death,96,"Comedy,Drama,Romance",7.1
tt1713476,2012,The Bay,The Bay,84,"Horror,Sci-Fi,Thriller",5.6
tt0399327,2005,The Man,The Man,83,"Action,Comedy,Crime",5.6
tt1925431,2012,Fire with Fire,Fire with Fire,97,"Action,Crime,Drama",5.6
tt0166396,1998,Waking Ned Devine,Waking Ned,91,Comedy,7.3
tt0117786,1997,Mr. Nice Guy,Yat goh ho yan,101,"Action,Comedy,Crime",6.2
tt1047540,2012,Parental Guidance,Parental Guidance,105,"Comedy,Family",6.0
tt0080057,1979,Zombie,Zombi 2,91,Horror,6.9
tt0814685,2007,Frontier(s),Frontière(s),108,Horror,6.2
tt4196848,2016,Mr. Church,Mr. Church,104,"Comedy,Drama",7.6
tt0446046,2006,Take the Lead,Take the Lead,118,"Drama,Music",6.6
tt0074695,1977,Cross of Iron,Cross of Iron,132,"Drama,War",7.5
tt0067588,1971,Play Misty for Me,Play Misty for Me,102,"Drama,Thriller",7.0
tt0242998,2001,Valentine,Valentine,96,"Horror,Mystery,Thriller",4.8
tt0048021,1955,Rififi,Du rififi chez les hommes,118,"Crime,Thriller",8.2
tt0095687,1988,My Stepmother Is an Alien,My Stepmother Is an Alien,105,"Comedy,Sci-Fi",5.3
tt0115624,1996,Barb Wire,Barb Wire,98,"Action,Sci-Fi",3.3
tt8108202,2018,Stree,Stree,128,"Comedy,Horror",7.6
tt0455782,2007,The Hunting Party,The Hunting Party,101,"Adventure,Comedy,Drama",6.8
tt2556308,2014,Holiday,Holiday,160,"Action,Thriller",7.2
tt0110442,1994,Major League II,Major League II,105,"Comedy,Sport",5.6
tt0429573,2005,An American Haunting,An American Haunting,83,"Drama,History,Horror",5.1
tt3361792,2019,Tolkien,Tolkien,112,"Biography,Drama,Romance",6.8
tt0086320,1983,Sleepaway Camp,Sleepaway Camp,84,Horror,6.3
tt1288403,2009,Universal Soldier: Regeneration,Universal Soldier: Regeneration,97,"Action,Adventure,Sci-Fi",5.2
tt3721964,2018,Gringo,Gringo,111,"Action,Comedy,Crime",6.1
tt0083943,1982,Firefox,Firefox,136,"Action,Adventure,Thriller",6.0
tt0044121,1951,The Thing from Another World,The Thing from Another World,87,"Horror,Sci-Fi",7.1
tt0473367,2008,Jaane Tu... Ya Jaane Na,Jaane Tu... Ya Jaane Na,155,"Comedy,Drama,Romance",7.5
tt0084917,1982,The World According to Garp,The World According to Garp,136,"Comedy,Drama",7.2
tt0118798,1998,Bulworth,Bulworth,108,"Comedy,Drama,Romance",6.8
tt0454082,2006,Black Christmas,Black Christmas,84,Horror,4.6
tt0978759,2008,Frozen River,Frozen River,97,"Crime,Drama",7.1
tt1334553,2010,The Perfect Host,The Perfect Host,93,"Comedy,Crime,Thriller",6.8
tt8613070,2019,Portrait of a Lady on Fire,Portrait de la jeune fille en feu,122,"Drama,Romance",8.2
tt0107843,1993,Point of No Return,Point of No Return,109,"Action,Crime,Drama",6.1
tt0114367,1995,Screamers,Screamers,108,"Horror,Sci-Fi,Thriller",6.4
tt0110657,1994,The Next Karate Kid,The Next Karate Kid,107,"Action,Drama,Family",4.4
tt0366777,2004,Millions,Millions,98,"Comedy,Crime,Drama",6.9
tt0174480,2000,Autumn in New York,Autumn in New York,103,"Drama,Romance",5.7
tt0099472,1990,DuckTales the Movie: Treasure of the Lost Lamp,DuckTales the Movie: Treasure of the Lost Lamp,74,"Adventure,Animation,Comedy",6.9
tt0067866,1970,El Topo,El Topo,125,"Drama,Western",7.5
tt0105488,1992,Strictly Ballroom,Strictly Ballroom,94,"Comedy,Drama,Music",7.1
tt3461252,2014,The Blue Elephant,The Blue Elephant,170,"Drama,Horror,Mystery",8.1
tt0110006,1995,Heavyweights,Heavyweights,100,"Comedy,Drama,Family",6.6
tt1633356,2011,Shark Night 3D,Shark Night 3D,90,"Horror,Thriller",4.0
tt0097940,1989,Mystery Train,Mystery Train,110,"Comedy,Crime,Drama",7.6
tt0023427,1932,Scarface,Scarface: The Shame of the Nation,93,"Action,Crime,Drama",7.8
tt0051207,1956,The Wrong Man,The Wrong Man,105,"Drama,Film-Noir",7.4
tt0465142,2006,American Dreamz,American Dreamz,107,"Comedy,Music",5.4
tt0070239,1973,Jesus Christ Superstar,Jesus Christ Superstar,106,"Drama,History,Musical",7.4
tt2872462,2015,Mistress America,Mistress America,84,"Comedy,Drama",6.7
tt1305797,2010,Enthiran,Enthiran,155,"Action,Sci-Fi",7.1
tt0765446,2013,Escape from Planet Earth,Escape from Planet Earth,89,"Adventure,Animation,Comedy",5.9
tt2235108,2014,Dear White People,Dear White People,108,"Comedy,Drama,Romance",6.1
tt0081562,1980,Stir Crazy,Stir Crazy,111,"Comedy,Crime",6.8
tt5932728,2019,The Professor and the Madman,The Professor and the Madman,124,"Biography,Drama",7.3
tt0378793,2004,Speak,Speak,89,Drama,7.3
tt3317234,2018,"Game Over, Man!","Game Over, Man!",101,"Action,Comedy",5.4
tt0042593,1950,In a Lonely Place,In a Lonely Place,94,"Drama,Film-Noir,Mystery",8.0
tt0396652,2005,Ice Princess,Ice Princess,98,"Comedy,Drama,Family",6.0
tt7905466,2018,They Shall Not Grow Old,They Shall Not Grow Old,99,"Documentary,History,War",8.3
tt0070334,1973,The Long Goodbye,The Long Goodbye,112,"Comedy,Crime,Drama",7.6
tt0386005,2004,New Police Story,San ging chaat goo si,123,"Action,Crime,Drama",7.0
tt0249478,2001,Domestic Disturbance,Domestic Disturbance,89,"Crime,Mystery,Thriller",5.6
tt0072081,1975,The Return of the Pink Panther,The Return of the Pink Panther,113,"Comedy,Crime,Mystery",7.1
tt0140379,1999,A Midsummer Night's Dream,A Midsummer Night's Dream,116,"Comedy,Fantasy,Romance",6.4
tt0188453,2001,Birthday Girl,Birthday Girl,93,"Comedy,Crime,Thriller",6.1
tt9573980,2019,Leaving Neverland,Leaving Neverland,240,Documentary,7.0
tt0180052,2002,The Adventures of Pluto Nash,The Adventures of Pluto Nash,95,"Action,Comedy,Sci-Fi",3.8
tt7725596,2018,Badhaai Ho,Badhaai ho,124,"Comedy,Drama",8.0
tt0078908,1979,The Brood,The Brood,92,"Horror,Sci-Fi",6.9
tt0091778,1986,Poltergeist II: The Other Side,Poltergeist II: The Other Side,91,Horror,5.7
tt7280898,2018,22 July,22 July,143,"Crime,Drama,History",6.7
tt0090190,1984,The Toxic Avenger,The Toxic Avenger,82,"Action,Comedy,Horror",6.3
tt0269095,2002,City by the Sea,City by the Sea,108,"Crime,Drama,Mystery",6.1
tt0069097,1972,"Play It Again, Sam","Play It Again, Sam",85,"Comedy,Romance",7.6
tt0373981,2003,Kontroll,Kontroll,105,"Comedy,Crime,Drama",7.7
tt0089869,1985,The Quiet Earth,The Quiet Earth,91,"Drama,Mystery,Sci-Fi",6.8
tt3177316,2014,Honeymoon,Honeymoon,87,"Horror,Mystery,Thriller",5.7
tt3231054,2016,Risen,Risen,107,"Action,Drama,History",6.3
tt0107985,1993,Rookie of the Year,Rookie of the Year,103,"Comedy,Family,Fantasy",6.0
tt0097223,1988,Time of the Gypsies,Dom za vesanje,142,"Comedy,Crime,Drama",8.3
tt0099528,1990,The Exorcist III,The Exorcist III,110,"Drama,Horror,Mystery",6.4
tt0775440,2016,Cell,Cell,98,"Action,Drama,Horror",4.3
tt4334266,2016,The Bad Batch,The Bad Batch,118,"Drama,Horror,Romance",5.3
tt0314412,2003,My Life Without Me,My Life Without Me,106,"Drama,Romance",7.5
tt2091256,2017,Captain Underpants: The First Epic Movie,Captain Underpants: The First Epic Movie,89,"Action,Animation,Comedy",6.2
tt2473510,2015,Paranormal Activity: The Ghost Dimension,Paranormal Activity: The Ghost Dimension,88,"Horror,Mystery,Thriller",4.6
tt0063823,1968,Yellow Submarine,Yellow Submarine,90,"Adventure,Animation,Comedy",7.4
tt0120004,1997,The Relic,The Relic,110,"Horror,Mystery,Sci-Fi",5.8
tt0119313,1998,Hope Floats,Hope Floats,114,"Drama,Romance",6.0
tt2438644,2013,Department Q: The Keeper of Lost Causes,Kvinden i buret,96,"Crime,Mystery,Thriller",7.2
tt0452624,2006,The Good German,The Good German,105,"Drama,Mystery,Romance",6.0
tt2101383,2015,Knight of Cups,Knight of Cups,118,"Drama,Romance",5.7
tt2473794,2014,Mr. Turner,Mr. Turner,150,"Biography,Drama,History",6.8
tt0046816,1954,The Caine Mutiny,The Caine Mutiny,124,"Drama,War",7.7
tt0116000,1996,D3: The Mighty Ducks,D3: The Mighty Ducks,104,"Action,Comedy,Drama",5.5
tt4943322,2017,The Ottoman Lieutenant,The Ottoman Lieutenant,106,"Drama,War",6.6
tt6304046,2017,Thelma,Thelma,116,"Drama,Fantasy,Horror",7.0
tt0089908,1985,Return to Oz,Return to Oz,113,"Adventure,Family,Fantasy",6.7
tt5690360,2018,Slender Man,Slender Man,93,"Horror,Mystery,Thriller",3.2
tt3387648,2014,The Taking of Deborah Logan,The Taking,90,"Horror,Mystery,Thriller",6.0
tt7605074,2019,The Wandering Earth,Liu lang di qiu,125,"Action,Drama,Sci-Fi",6.0
tt0095690,1988,Mystic Pizza,Mystic Pizza,104,"Comedy,Drama,Romance",6.2
tt0072856,1975,Death Race 2000,Death Race 2000,80,"Action,Comedy,Sci-Fi",6.2
tt1423894,2010,Barney's Version,Barney's Version,134,"Comedy,Drama",7.3
tt0791304,2007,Georgia Rule,Georgia Rule,113,"Comedy,Drama",5.8
tt0106332,1993,Farewell My Concubine,Ba wang bie ji,171,"Drama,Music,Romance",8.1
tt0785007,2008,Over Her Dead Body,Over Her Dead Body,95,"Comedy,Fantasy,Romance",5.2
tt0113501,1995,Just Cause,Just Cause,102,"Action,Crime,Drama",6.4
tt0120533,1998,Celebrity,Celebrity,113,"Comedy,Drama",6.3
tt4357394,2018,Tau,Tau,97,"Sci-Fi,Thriller",5.8
tt0060315,1966,Django,Django,91,"Action,Western",7.2
tt0454776,2006,Amazing Grace,Amazing Grace,118,"Biography,Drama,History",7.4
tt0250224,2001,Crazy/Beautiful,Crazy/Beautiful,99,"Drama,Romance",6.5
tt0100240,1990,The NeverEnding Story II: The Next Chapter,The NeverEnding Story II: The Next Chapter,90,"Adventure,Drama,Family",5.2
tt0120094,1997,Selena,Selena,127,"Biography,Drama,Music",6.7
tt0084237,1982,The Last Unicorn,The Last Unicorn,92,"Adventure,Animation,Drama",7.5
tt1620935,2016,Bleed for This,Bleed for This,117,"Biography,Drama,Sport",6.8
tt0416212,2008,The Secret Life of Bees,The Secret Life of Bees,114,Drama,7.3
tt0372873,2007,Dragon Wars: D-War,D-War,90,"Action,Drama,Fantasy",3.5
tt0247196,2000,Before Night Falls,Before Night Falls,133,"Biography,Drama,Romance",7.2
tt0048960,1956,Around the World in 80 Days,Around the World in 80 Days,167,"Adventure,Comedy,Family",6.8
tt0060522,1966,How to Steal a Million,How to Steal a Million,123,"Comedy,Crime,Romance",7.6
tt0061107,1966,Torn Curtain,Torn Curtain,128,"Romance,Thriller",6.7
tt2675914,2014,In Order of Disappearance,Kraftidioten,116,"Action,Crime,Drama",7.2
tt0489235,2007,My Name Is Bruce,My Name Is Bruce,84,"Comedy,Fantasy,Horror",6.2
tt0094894,1988,Colors,Colors,120,"Action,Crime,Drama",6.7
tt0117420,1996,The Quest,The Quest,95,"Action,Adventure,Drama",5.6
tt0085894,1983,The Man with Two Brains,The Man with Two Brains,93,"Comedy,Romance,Sci-Fi",6.4
tt0160184,2002,Eye See You,D-Tox,96,"Crime,Horror,Mystery",5.3
tt1767372,2014,She's Funny That Way,She's Funny That Way,93,"Comedy,Drama",6.1
tt1198156,2014,You're Not You,You're Not You,102,Drama,7.3
tt0113228,1995,Grumpier Old Men,Grumpier Old Men,101,"Comedy,Romance",6.7
tt6938828,2018,At Eternity's Gate,At Eternity's Gate,111,"Biography,Drama",6.9
tt0038348,1946,Beauty and the Beast,La belle et la bête,96,"Drama,Fantasy,Romance",7.9
tt2515086,2013,One Direction: This Is Us,One Direction: This Is Us,92,"Documentary,Music",4.2
tt1178665,2015,A Walk in the Woods,A Walk in the Woods,104,"Adventure,Biography,Comedy",6.3
tt0342172,2003,Capturing the Friedmans,Capturing the Friedmans,107,"Biography,Documentary",7.7
tt1487118,2011,Chalet Girl,Chalet Girl,97,"Comedy,Romance,Sport",6.3
tt0155776,1999,Jawbreaker,Jawbreaker,87,"Comedy,Crime,Thriller",5.6
tt5460276,2017,Kaabil,Kaabil,139,"Action,Drama,Thriller",7.1
tt0200087,1999,Sarfarosh,Sarfarosh,174,"Action,Drama",8.1
tt0405469,2006,The Wild,The Wild,94,"Adventure,Animation,Comedy",5.3
tt0110057,1994,Hoop Dreams,Hoop Dreams,170,"Documentary,Drama,Sport",8.3
tt0405676,2006,All the King's Men,All the King's Men,128,"Drama,Thriller",6.2
tt0083190,1981,Thief,Thief,123,"Action,Crime,Drama",7.4
tt1715873,2011,10 Years,10 Years,100,"Comedy,Drama,Romance",6.1
tt0067824,1971,The Big Boss,Tang shan da xiong,100,"Action,Crime,Drama",7.1
tt0091288,1986,Jean de Florette,Jean de Florette,120,Drama,8.0
tt0095243,1988,Gorillas in the Mist,Gorillas in the Mist: The Story of Dian Fossey,129,"Biography,Drama",7.0
tt0395495,2006,Catch and Release,Catch and Release,124,"Comedy,Drama,Romance",6.0
tt6485666,2017,Mersal,Mersal,172,"Action,Thriller",7.7
tt0086993,1984,The Bounty,The Bounty,132,"Adventure,Drama,History",7.0
tt0383694,2004,Vera Drake,Vera Drake,125,"Crime,Drama",7.6
tt0112913,1995,Fallen Angels,Do lok tin si,99,"Comedy,Crime,Drama",7.7
tt3352390,2016,Friend Request,Friend Request,92,"Horror,Mystery,Thriller",5.3
tt3547740,2014,La Famille Bélier,La famille Bélier,106,"Comedy,Drama,Music",7.3
tt8983202,2019,Kabir Singh,Kabir Singh,173,"Drama,Romance",7.1
tt0314498,2004,The Perfect Score,The Perfect Score,93,"Comedy,Crime",5.7
tt2258345,2013,Fading Gigolo,Fading Gigolo,90,Comedy,6.2
tt0408664,2004,Nobody Knows,Dare mo shiranai,141,Drama,8.1
tt0096101,1988,Short Circuit 2,Short Circuit 2,110,"Comedy,Drama,Family",5.8
tt0338427,2005,Shopgirl,Shopgirl,106,"Drama,Romance",6.3
tt0252299,2001,Buffalo Soldiers,Buffalo Soldiers,98,"Comedy,Crime,Drama",6.8
tt0963194,2008,Repo! The Genetic Opera,Repo! The Genetic Opera,98,"Horror,Musical,Sci-Fi",6.6
tt0049408,1956,The King and I,The King and I,133,"Biography,Drama,Musical",7.4
tt0086856,1984,The Adventures of Buckaroo Banzai Across the 8th Dimension,The Adventures of Buckaroo Banzai Across the 8th Dimension,103,"Adventure,Comedy,Romance",6.3
tt0460792,2006,Fast Food Nation,Fast Food Nation,116,"Comedy,Drama,Romance",6.3
tt5294518,2019,Eli,Eli,98,Horror,5.8
tt0101026,1989,Tie Me Up! Tie Me Down!,¡Átame!,101,"Comedy,Crime,Drama",7.0
tt0120654,1998,Dirty Work,Dirty Work,82,Comedy,6.5
tt0092695,1987,The Brave Little Toaster,The Brave Little Toaster,90,"Adventure,Animation,Family",7.3
tt1193516,2008,Recep Ivedik,Recep Ivedik,90,Comedy,4.6
tt0110099,1994,I.Q.,I.Q.,100,"Comedy,Romance",6.2
tt0231402,2001,Crocodile Dundee in Los Angeles,Crocodile Dundee in Los Angeles,92,"Action,Adventure,Comedy",4.8
tt6910020,2018,Nothing to Lose,Nada a Perder,134,"Biography,Drama",5.5
tt0404978,2012,Gambit,Gambit,89,"Comedy,Crime",5.7
tt0061619,1967,El Dorado,El Dorado,126,"Drama,Romance,Western",7.6
tt1440232,2010,Little White Lies,Les petits mouchoirs,154,"Comedy,Drama",7.1
tt0077711,1978,Autumn Sonata,Höstsonaten,99,"Drama,Music",8.3
tt1602098,2011,Albert Nobbs,Albert Nobbs,113,"Drama,Romance",6.7
tt0061809,1967,In Cold Blood,In Cold Blood,134,"Biography,Crime,Drama",7.9
tt0400525,2005,The Ice Harvest,The Ice Harvest,92,"Comedy,Crime,Drama",6.3
tt1183923,2010,Welcome to the Rileys,Welcome to the Rileys,110,Drama,7.0
tt2040560,2012,The Pact,The Pact,89,"Horror,Mystery,Thriller",5.7
tt9614460,2020,Chhapaak,Chhapaak,120,"Biography,Drama",5.0
tt0087003,1984,Broadway Danny Rose,Broadway Danny Rose,84,Comedy,7.4
tt0445946,2006,The Contract,The Contract,96,"Action,Crime,Drama",5.6
tt0034240,1941,Sullivan's Travels,Sullivan's Travels,90,"Adventure,Comedy,Drama",7.9
tt0118556,1997,Addicted to Love,Addicted to Love,100,"Comedy,Romance",6.1
tt2372222,2014,Kick,Kick,146,"Action,Comedy",5.3
tt0042208,1950,The Asphalt Jungle,The Asphalt Jungle,112,"Crime,Drama,Film-Noir",7.9
tt0244970,2001,Someone Like You,Someone Like You...,97,"Comedy,Romance",6.1
tt0246677,2002,Heaven,Heaven,97,"Crime,Drama,Romance",7.0
tt0071577,1974,The Great Gatsby,The Great Gatsby,144,"Drama,Romance",6.4
tt0093137,1987,Hamburger Hill,Hamburger Hill,110,"Action,Drama,Thriller",6.7
tt0457495,2006,Alex Rider: Operation Stormbreaker,Stormbreaker,93,"Action,Adventure,Family",5.1
tt0116329,1996,Fly Away Home,Fly Away Home,107,"Adventure,Drama,Family",6.8
tt2167202,2013,Getaway,Getaway,90,"Action,Crime,Thriller",4.4
tt0265343,2001,Monsoon Wedding,Monsoon Wedding,114,"Comedy,Drama,Romance",7.3
tt0110955,1994,The Ref,The Ref,96,"Comedy,Crime,Drama",6.9
tt2172985,2013,The Art of the Steal,The Art of the Steal,90,"Comedy,Crime,Thriller",6.3
tt2401807,2014,Rage,Tokarev,98,"Action,Crime,Thriller",5.0
tt0074851,1976,The Man Who Fell to Earth,The Man Who Fell to Earth,139,"Drama,Sci-Fi",6.7
tt0100998,1990,Dreams,Yume,119,"Drama,Fantasy",7.8
tt0809504,2008,The Accidental Husband,The Accidental Husband,90,"Comedy,Romance",5.6
tt0280491,2002,Bloody Sunday,Bloody Sunday,107,"Drama,History,War",7.6
tt0090021,1985,Silver Bullet,Silver Bullet,95,Horror,6.4
tt1640548,2011,Rampart,Rampart,108,"Crime,Drama",5.8
tt2910274,2014,Obvious Child,Obvious Child,84,"Comedy,Drama,Romance",6.8
tt5825380,2017,Wonder Wheel,Wonder Wheel,101,Drama,6.2
tt0101329,1991,An American Tail: Fievel Goes West,An American Tail: Fievel Goes West,75,"Adventure,Animation,Family",6.5
tt1924394,2012,The Angels' Share,The Angels' Share,101,"Comedy,Crime,Drama",7.0
tt4897822,2015,Where to Invade Next,Where to Invade Next,120,"Comedy,Documentary",7.5
tt0081375,1980,Private Benjamin,Private Benjamin,109,"Comedy,War",6.2
tt1653665,2017,Goodbye Christopher Robin,Goodbye Christopher Robin,107,"Biography,Drama",7.1
tt0036855,1944,Gaslight,Gaslight,114,"Crime,Drama,Film-Noir",7.8
tt0337909,2003,Calendar Girls,Calendar Girls,108,"Comedy,Drama",6.9
tt0102587,1991,Only Yesterday,Omohide poro poro,118,"Animation,Drama,Romance",7.7
tt0119115,1997,Fierce Creatures,Fierce Creatures,93,Comedy,6.4
tt0282687,2002,Life or Something Like It,Life or Something Like It,103,"Comedy,Romance",5.8
tt0120901,1998,Wrongfully Accused,Wrongfully Accused,87,"Action,Comedy,Thriller",6.2
tt0082933,1981,Possession,Possession,124,"Drama,Horror",7.4
tt0891592,2009,Street Fighter: The Legend of Chun-Li,Street Fighter: The Legend of Chun-Li,96,"Action,Crime,Thriller",3.7
tt0441048,2006,Dhoom 2,Dhoom:2,152,"Action,Thriller",6.5
tt0116756,1996,Kazaam,Kazaam,93,"Comedy,Family,Fantasy",3.0
tt0065134,1970,Two Mules for Sister Sara,Two Mules for Sister Sara,116,"Adventure,Romance,War",7.0
tt0104573,1992,Juice,Juice,95,"Action,Crime,Drama",7.1
tt3395184,2014,Spring,Spring,109,"Horror,Romance,Sci-Fi",6.7
tt0086154,1983,Psycho II,Psycho II,113,"Crime,Horror,Mystery",6.5
tt0111143,1994,The Shadow,The Shadow,108,"Action,Adventure,Crime",6.1
tt0065234,1969,Z,Z,127,"Crime,Drama,History",8.3
tt2582502,2015,Fathers & Daughters,Fathers & Daughters,116,Drama,7.1
tt4827558,2018,High Life,High Life,113,"Adventure,Drama,Horror",5.9
tt0830558,2007,The Girl Next Door,The Girl Next Door,91,"Crime,Drama,Horror",6.6
tt0118604,1997,An American Werewolf in Paris,An American Werewolf in Paris,105,"Comedy,Fantasy,Horror",5.1
tt6857166,2018,Book Club,Book Club,104,"Comedy,Drama,Romance",6.1
tt0094025,1987,Stakeout,Stakeout,117,"Action,Comedy,Crime",6.6
tt0859635,2018,Super Troopers 2,Super Troopers 2,99,"Comedy,Crime,Mystery",6.0
tt2372678,2014,2 States,2 States,149,"Comedy,Drama,Romance",6.9
tt0188674,1999,Human Traffic,Human Traffic,99,"Comedy,Music",7.1
tt0454987,2006,Let's Go to Prison,Let's Go to Prison,84,"Comedy,Crime",6.0
tt0070544,1973,Fantastic Planet,La planète sauvage,72,"Animation,Sci-Fi",7.8
tt0057197,1963,Jason and the Argonauts,Jason and the Argonauts,104,"Action,Adventure,Family",7.3
tt1648216,2010,Three Steps Above Heaven,Tres metros sobre el cielo,118,"Action,Drama,Romance",7.0
tt9398640,2019,Between Two Ferns: The Movie,Between Two Ferns: The Movie,82,Comedy,6.1
tt0110116,1994,Immortal Beloved,Immortal Beloved,121,"Biography,Drama,Music",7.5
tt0034398,1941,The Wolf Man,The Wolf Man,70,Horror,7.3
tt2799166,2014,The Pyramid,The Pyramid,89,"Action,Adventure,Horror",4.6
tt0924129,2009,Crossing Over,Crossing Over,113,"Crime,Drama",6.7
tt0780516,2007,Flawless,Flawless,108,"Crime,Drama,Thriller",6.8
tt0374563,2007,Captivity,Captivity,96,"Crime,Drama,Horror",4.7
tt0108473,1993,The Vanishing,The Vanishing,109,"Drama,Horror,Mystery",6.3
tt0208874,2000,The Contender,The Contender,126,"Drama,Thriller",6.9
tt2355495,2014,Barefoot,Barefoot,90,"Comedy,Drama,Romance",6.6
tt2187153,2012,Thuppakki,Thuppakki,165,"Action,Thriller",7.8
tt0301976,2003,The United States of Leland,The United States of Leland,108,Drama,7.1
tt0094715,1988,Beaches,Beaches,123,"Comedy,Drama,Music",6.9
tt0331933,2005,Man of the House,Man of the House,100,"Comedy,Crime",5.4
tt0073440,1975,Nashville,Nashville,160,"Comedy,Drama,Music",7.7
tt7242142,2018,Blindspotting,Blindspotting,95,"Comedy,Crime,Drama",7.4
tt1326972,2009,Red Cliff II,Chi bi: Jue zhan tian xia,142,"Action,Drama,History",7.6
tt0280380,2002,Trapped,Trapped,106,"Action,Crime,Drama",6.2
tt1603257,2012,ATM,ATM,90,"Horror,Thriller",4.7
tt4537896,2018,White Boy Rick,White Boy Rick,111,"Crime,Drama",6.4
tt0317910,2003,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,107,"Biography,Documentary,History",8.1
tt0160399,2001,Impostor,Impostor,95,"Drama,Mystery,Sci-Fi",6.2
tt4572792,2017,The Book of Henry,The Book of Henry,105,"Crime,Drama,Thriller",6.6
tt0071411,1975,Dersu Uzala,Dersu Uzala,142,"Adventure,Biography,Drama",8.3
tt0077523,1978,Every Which Way but Loose,Every Which Way but Loose,114,"Action,Comedy",6.4
tt2059255,2012,No,No,118,Drama,7.4
tt0956038,2008,Nights in Rodanthe,Nights in Rodanthe,97,"Drama,Romance",6.0
tt0858479,2008,Smart People,Smart People,95,"Comedy,Drama,Romance",6.1
tt0078869,1979,The Black Hole,The Black Hole,98,"Action,Sci-Fi",6.0
tt1582248,2011,Puncture,Puncture,100,"Biography,Drama",6.8
tt8228288,2019,The Platform,El hoyo,94,"Horror,Sci-Fi,Thriller",7.0
tt0030993,1938,You Can't Take It with You,You Can't Take It with You,126,"Comedy,Drama,Romance",7.9
tt3068194,2016,Love & Friendship,Love & Friendship,90,"Comedy,Drama,Romance",6.4
tt6527426,2018,Zero,Zero,164,"Comedy,Drama,Romance",5.5
tt4218696,2017,The Wall,The Wall,88,"Action,Drama,Thriller",6.2
tt0023245,1932,The Mummy,The Mummy,73,"Fantasy,Horror",7.1
tt0366780,2005,Mirrormask,Mirrormask,101,"Adventure,Fantasy",6.8
tt0109456,1994,Color of Night,Color of Night,121,"Mystery,Romance,Thriller",5.2
tt0070215,1973,My Name Is Nobody,Il mio nome è Nessuno,116,"Comedy,Western",7.5
tt0497137,2006,"I'm a Cyborg, But That's OK",Ssa-i-bo-geu-ji-man-gwen-chan-a,105,"Comedy,Drama,Romance",7.1
tt0108171,1993,Sniper,Sniper,98,"Action,Thriller,War",6.1
tt0119432,1997,Jungle 2 Jungle,Jungle 2 Jungle,105,"Comedy,Family",5.2
tt0486640,2007,Postal,Postal,100,"Action,Comedy,Crime",4.5
tt0035279,1942,Saboteur,Saboteur,109,"Thriller,War",7.2
tt0107387,1993,Leprechaun,Leprechaun,92,"Comedy,Fantasy,Horror",4.8
tt0494222,2007,Eagle vs Shark,Eagle vs Shark,88,"Comedy,Romance",6.8
tt8688634,2019,21 Bridges,21 Bridges,99,"Action,Crime,Drama",6.6
tt0115640,1996,Beautiful Thing,Beautiful Thing,90,"Comedy,Drama,Romance",7.5
tt0100135,1990,Men at Work,Men at Work,98,"Action,Comedy,Crime",6.0
tt2490326,2014,Cooties,Cooties,88,"Action,Comedy,Horror",5.7
tt0091223,1985,House,House,93,"Comedy,Fantasy,Horror",6.2
tt0045555,1953,The Big Heat,The Big Heat,89,"Crime,Film-Noir,Thriller",8.0
tt1085779,2009,The Hole,The Hole,92,"Fantasy,Thriller",5.7
tt0211465,2001,Knockaround Guys,Knockaround Guys,92,"Crime,Drama,Thriller",6.1
tt0445620,2005,Paradise Now,Paradise Now,91,"Crime,Drama,Thriller",7.4
tt0126388,1998,Legionnaire,Legionnaire,99,"Action,Adventure,Drama",5.4
tt0085701,1983,The Hunger,The Hunger,97,"Drama,Horror",6.7
